Seria pomiarowa: 2
Opis serii pomiarowej: Wychylanie panelu, obrót dokoła osi, duże nasłonecznienie
Data: 15.09.2021, Godzina poczatkowa: 09:00, Godzina koncowa: 19:00, Pogoda: 
72,1.99,6.08,22.50,4.56
73,2.03,6.20,22.50,4.57
74,1.83,5.58,22.56,4.57
75,1.96,5.98,22.50,4.58
76,1.86,5.68,22.50,4.57
77,1.84,5.62,22.50,4.57
78,1.83,5.59,22.50,4.56
79,1.82,5.55,22.50,4.57
80,1.61,4.90,22.50,4.57
81,1.86,5.68,22.50,4.56
82,1.88,5.72,22.50,4.56
83,1.98,6.04,22.50,4.57
84,1.96,5.96,22.50,4.57
85,2.06,6.28,22.50,4.58
86,0.88,2.68,22.50,4.59
87,1.80,5.50,22.50,4.57
88,1.80,5.50,22.50,4.58
89,1.23,3.76,22.50,4.57
90,0.76,2.31,22.50,4.57
91,1.70,5.19,22.50,4.58
92,1.98,6.05,22.50,4.57
93,1.66,5.05,22.50,4.56
94,1.86,5.66,22.50,4.58
95,1.81,5.53,22.50,4.58
96,1.86,5.68,22.50,4.57
97,1.76,5.38,22.50,4.58
98,1.77,5.40,22.50,4.58
99,2.01,6.14,22.50,4.57
100,2.60,7.93,22.50,4.60
101,1.77,5.41,22.50,4.61
102,0.80,2.43,22.50,4.59
103,1.85,5.63,22.50,4.57
104,0.87,2.65,22.44,4.59
105,1.87,5.69,22.50,4.58
106,1.76,5.37,22.44,4.58
107,1.95,5.95,22.44,4.58
108,1.87,5.71,22.44,4.58
109,2.16,6.59,22.44,4.58
110,2.69,8.20,22.44,4.60
111,0.61,1.85,22.44,4.60
112,1.21,3.68,22.44,4.57
113,1.64,5.01,22.44,4.58
114,2.08,6.34,22.44,4.58
115,1.97,6.01,22.44,4.57
116,2.10,6.40,22.44,4.58
117,1.78,5.43,22.44,4.58
118,1.84,5.61,22.44,4.58
119,1.56,4.76,22.44,4.57
120,1.87,5.69,22.44,4.59
121,2.69,8.20,22.44,4.58
122,1.59,4.86,22.44,4.57
123,1.84,5.61,22.44,4.58
124,1.93,5.89,22.44,4.59
125,2.49,7.59,22.44,4.59
126,2.14,6.51,22.44,4.59
127,1.77,5.41,22.44,4.58
128,1.69,5.14,22.44,4.58
129,2.09,6.37,22.44,4.58
130,1.57,4.80,22.44,4.58
131,1.54,4.70,22.44,4.59
132,2.82,8.59,22.44,4.59
133,2.13,6.48,22.44,4.55
134,2.64,8.06,22.44,4.57
135,2.73,8.32,22.44,4.58
136,2.81,8.57,22.44,4.59
137,1.50,4.56,22.44,4.57
138,1.79,5.46,22.37,4.59
139,1.65,5.02,22.44,4.57
140,1.22,3.73,22.44,4.57
141,1.31,4.00,22.37,4.58
142,1.71,5.20,22.37,4.57
143,1.57,4.80,22.44,4.59
144,1.95,5.95,22.37,4.59
145,1.32,4.04,22.37,4.61
146,1.83,5.59,22.37,4.58
147,2.07,6.32,22.37,4.57
148,1.78,5.43,22.37,4.58
149,1.93,5.89,22.37,4.59
150,2.69,8.21,22.37,4.53
151,1.75,5.34,22.37,4.58
152,1.64,4.99,22.37,4.58
153,1.72,5.23,22.37,4.58
154,1.55,4.74,22.37,4.57
155,1.89,5.77,22.37,4.58
156,1.77,5.40,22.37,4.57
157,2.11,6.44,22.37,4.60
158,0.67,2.06,22.37,4.58
159,2.57,7.84,22.37,4.58
160,1.91,5.83,22.37,4.58
161,1.64,5.01,22.37,4.57
162,1.59,4.86,22.37,4.58
163,2.04,6.23,22.37,4.58
164,1.91,5.83,22.37,4.59
165,1.15,3.52,22.37,4.58
166,1.57,4.80,22.37,4.58
167,2.41,7.35,22.37,4.58
168,2.48,7.56,22.37,4.60
169,1.77,5.40,22.37,4.58
170,1.86,5.66,22.37,4.59
171,1.80,5.49,22.37,4.58
172,1.89,5.75,22.37,4.59
173,1.57,4.79,22.37,4.58
174,1.66,5.05,22.37,4.58
175,1.63,4.98,22.37,4.58
176,1.61,4.92,22.37,4.58
177,1.74,5.31,22.37,4.58
178,2.10,6.40,22.37,4.58
179,1.52,4.65,22.37,4.58
180,1.48,4.52,22.31,4.58
181,1.21,3.70,22.37,4.53
182,2.85,8.69,22.37,4.58
183,1.12,3.43,22.31,4.56
184,1.95,5.95,22.31,4.57
185,1.80,5.50,22.31,4.57
186,2.31,7.05,22.37,4.57
187,1.83,5.58,22.31,4.57
188,1.89,5.75,22.31,4.57
189,1.84,5.62,22.31,4.57
190,1.88,5.74,22.31,4.55
191,2.76,8.41,22.31,4.56
192,2.82,8.60,22.31,4.62
193,0.96,2.92,22.31,4.56
194,2.02,6.16,22.31,4.57
195,2.08,6.34,22.31,4.57
196,1.63,4.96,22.31,4.58
197,1.29,3.94,22.31,4.56
198,2.22,6.78,22.31,4.55
199,1.70,5.17,22.31,4.56
200,1.89,5.77,22.31,4.57
201,1.79,5.46,22.31,4.57
202,1.74,5.29,22.31,4.57
203,2.48,7.56,22.31,4.56
204,2.18,6.66,22.31,4.54
205,2.62,7.99,22.31,4.57
206,1.84,5.61,22.31,4.57
207,1.90,5.80,22.31,4.57
208,1.52,4.62,22.31,4.57
209,0.89,2.71,22.31,4.61
210,2.08,6.35,22.31,4.54
211,2.35,7.16,22.31,4.57
212,2.00,6.11,22.31,4.58
213,1.27,3.86,22.31,4.60
214,1.90,5.80,22.31,4.57
215,2.08,6.35,22.31,4.57
216,2.11,6.44,22.31,4.57
217,1.73,5.26,22.31,4.57
218,2.40,7.33,22.31,4.56
219,1.28,3.89,22.31,4.57
220,2.09,6.38,22.31,4.58
221,2.87,8.77,22.31,4.51
222,2.12,6.45,22.31,4.59
223,2.39,7.27,22.31,4.54
224,1.86,5.66,22.31,4.57
225,1.99,6.07,22.31,4.57
226,1.78,5.43,22.31,4.57
227,2.00,6.11,22.31,4.57
228,2.05,6.26,22.31,4.57
229,2.13,6.50,22.31,4.57
230,1.91,5.83,22.31,4.57
231,1.94,5.90,22.31,4.57
232,1.85,5.63,22.31,4.56
233,2.07,6.31,22.25,4.58
234,1.72,5.25,22.31,4.58
235,2.23,6.81,22.31,4.58
236,1.82,5.55,22.25,4.58
237,1.88,5.74,22.31,4.57
238,1.83,5.59,22.25,4.57
239,1.87,5.69,22.25,4.58
240,1.63,4.98,22.25,4.62
241,2.82,8.59,22.25,4.59
242,2.52,7.69,22.25,4.57
243,1.81,5.53,22.25,4.58
244,1.88,5.74,22.25,4.58
245,1.81,5.53,22.25,4.58
246,1.87,5.69,22.25,4.58
247,1.92,5.86,22.25,4.57
248,1.37,4.19,22.25,4.58
249,1.82,5.55,22.25,4.58
250,1.87,5.69,22.25,4.60
251,1.46,4.46,22.25,4.60
252,1.80,5.50,22.25,4.58
253,1.87,5.71,22.25,4.59
254,1.75,5.34,22.25,4.55
255,1.76,5.38,22.25,4.58
256,1.75,5.34,22.25,4.58
257,1.91,5.83,22.25,4.58
258,1.84,5.62,22.25,4.58
259,2.00,6.10,22.25,4.58
260,1.60,4.89,22.25,4.57
261,2.03,6.19,22.25,4.58
262,2.18,6.65,22.25,4.57
263,2.90,8.84,22.25,4.55
264,1.87,5.71,22.25,4.58
265,1.84,5.61,22.25,4.58
266,1.86,5.68,22.25,4.58
267,1.65,5.04,22.25,4.57
268,1.83,5.58,22.25,4.57
269,1.87,5.69,22.25,4.58
270,1.83,5.59,22.25,4.58
271,2.26,6.90,22.25,4.58
272,1.56,4.77,22.25,4.59
273,2.12,6.47,22.25,4.57
274,1.50,4.58,22.25,4.57
275,0.80,2.43,22.25,4.58
276,1.84,5.61,22.25,4.58
277,1.70,5.17,22.25,4.58
278,1.82,5.56,22.25,4.61
279,1.61,4.90,22.25,4.57
280,1.90,5.80,22.25,4.58
281,1.88,5.72,22.25,4.58
282,1.83,5.59,22.25,4.58
283,1.86,5.68,22.25,4.57
284,2.20,6.71,22.25,4.57
285,2.14,6.51,22.25,4.57
286,2.65,8.08,22.25,4.59
287,1.82,5.56,22.25,4.58
288,1.56,4.77,22.25,4.58
289,1.82,5.56,22.25,4.58
290,2.12,6.47,22.25,4.58
291,1.82,5.56,22.25,4.58
292,1.89,5.75,22.19,4.58
293,1.79,5.46,22.25,4.58
294,1.67,5.10,22.19,4.58
295,1.55,4.73,22.19,4.58
296,1.88,5.74,22.19,4.58
297,1.80,5.50,22.25,4.57
298,1.61,4.92,22.19,4.58
299,1.84,5.61,22.19,4.58
300,1.90,5.78,22.19,4.59
301,1.62,4.95,22.19,4.58
302,1.89,5.75,22.19,4.59
303,1.84,5.61,22.19,4.58
304,1.65,5.04,22.19,4.59
305,1.85,5.63,22.19,4.58
306,1.87,5.71,22.19,4.60
307,1.56,4.77,22.19,4.58
308,2.15,6.54,22.19,4.57
309,1.62,4.95,22.19,4.58
310,2.98,9.09,22.19,4.58
311,1.65,5.04,22.19,4.57
312,2.63,8.02,22.19,4.59
313,2.66,8.11,22.19,4.57
314,2.89,8.81,22.19,4.57
315,1.68,5.13,22.19,4.58
316,1.70,5.17,22.19,4.57
317,1.89,5.75,22.19,4.57
318,1.83,5.58,22.19,4.58
319,1.99,6.07,22.19,4.58
320,1.92,5.84,22.19,4.58
321,2.12,6.47,22.19,4.58
322,1.46,4.46,22.19,4.60
323,0.67,2.04,22.19,4.59
324,1.83,5.58,22.19,4.58
325,1.43,4.35,22.19,4.58
326,2.06,6.29,22.19,4.58
327,1.88,5.72,22.19,4.58
328,1.94,5.92,22.19,4.58
329,2.09,6.37,22.19,4.57
330,1.96,5.99,22.19,4.58
331,1.97,6.01,22.19,4.58
332,1.67,5.08,22.19,4.58
333,1.89,5.77,22.19,4.58
334,2.05,6.26,22.19,4.58
335,2.18,6.65,22.19,4.58
336,1.60,4.89,22.19,4.57
337,2.20,6.72,22.19,4.57
338,1.87,5.71,22.19,4.57
339,1.86,5.68,22.19,4.56
340,2.62,8.01,22.19,4.58
341,2.34,7.14,22.19,4.55
342,2.92,8.91,22.19,4.57
343,1.84,5.62,22.19,4.57
344,1.81,5.53,22.19,4.58
345,2.48,7.56,22.19,4.58
346,2.00,6.11,22.19,4.57
347,1.51,4.61,22.19,4.58
348,2.11,6.44,22.19,4.58
349,1.87,5.69,22.19,4.58
350,2.13,6.50,22.19,4.57
351,2.29,6.99,22.19,4.57
352,2.08,6.34,22.19,4.58
353,1.88,5.74,22.19,4.58
354,1.87,5.71,22.19,4.58
355,1.73,5.26,22.12,4.57
356,1.84,5.62,22.12,4.57
357,1.61,4.90,22.19,4.58
358,1.83,5.58,22.12,4.58
359,1.67,5.08,22.19,4.58
360,1.93,5.89,22.19,4.57
361,1.74,5.31,22.19,4.58
362,2.11,6.42,22.12,4.58
363,2.56,7.81,22.12,4.57
364,1.89,5.75,22.12,4.56
365,1.71,5.22,22.12,4.58
366,1.84,5.62,22.12,4.58
367,1.75,5.35,22.12,4.57
368,1.85,5.63,22.12,4.57
369,2.09,6.38,22.12,4.57
370,1.61,4.92,22.12,4.57
371,0.89,2.71,22.12,4.57
372,1.91,5.81,22.12,4.57
373,2.02,6.17,22.12,4.58
374,2.11,6.42,22.12,4.58
375,1.94,5.90,22.12,4.58
376,2.01,6.13,22.12,4.57
377,1.77,5.40,22.12,4.58
378,2.00,6.11,22.12,4.58
379,1.85,5.63,22.12,4.58
380,1.69,5.16,22.12,4.57
381,1.87,5.71,22.12,4.58
382,1.95,5.93,22.12,4.57
383,2.04,6.23,22.12,4.58
384,1.74,5.32,22.12,4.57
385,1.94,5.92,22.12,4.58
386,2.04,6.23,22.12,4.57
387,1.99,6.07,22.12,4.58
388,1.87,5.69,22.12,4.57
389,1.84,5.62,22.12,4.58
390,1.94,5.92,22.12,4.58
391,1.57,4.80,22.12,4.57
392,0.68,2.07,22.12,4.59
393,1.80,5.49,22.12,4.58
394,1.95,5.93,22.12,4.57
395,1.14,3.47,22.12,4.58
396,2.03,6.20,22.12,4.57
397,2.88,8.78,22.12,4.58
398,1.01,3.07,22.12,4.57
399,1.64,4.99,22.12,4.56
400,2.93,8.94,22.12,4.57
401,2.47,7.54,22.12,4.57
402,1.91,5.83,22.12,4.58
403,1.68,5.11,22.12,4.58
404,1.65,5.02,22.12,4.58
405,1.83,5.59,22.12,4.58
406,2.22,6.77,22.12,4.58
407,1.82,5.55,22.12,4.58
408,1.90,5.80,22.12,4.58
409,2.03,6.20,22.12,4.57
410,1.22,3.71,22.12,4.57
411,1.69,5.14,22.12,4.57
412,1.82,5.55,22.12,4.57
413,1.49,4.53,22.12,4.58
414,1.56,4.77,22.12,4.58
