Seria pomiarowa: 2
Opis serii pomiarowej: Wychylanie panelu, obrót dokoła osi, duże nasłonecznienie
Data: 15.09.2021, Godzina poczatkowa: 09:00, Godzina koncowa: 19:00, Pogoda: 
201,1.89,5.75,22.31,4.58
202,2.09,6.38,22.31,4.58
203,1.92,5.84,22.31,4.58
204,1.87,5.69,22.31,4.58
205,2.31,7.04,22.31,4.58
206,1.64,4.99,22.31,4.58
207,1.93,5.89,22.31,4.58
208,1.86,5.68,22.31,4.58
209,2.11,6.44,22.31,4.58
210,1.80,5.49,22.31,4.58
211,2.43,7.41,22.31,4.58
212,1.42,4.32,22.31,4.59
213,1.89,5.75,22.31,4.58
214,1.90,5.80,22.31,4.58
215,1.89,5.77,22.31,4.58
216,2.17,6.60,22.31,4.58
217,1.86,5.68,22.31,4.58
218,2.13,6.48,22.31,4.58
219,1.78,5.44,22.31,4.58
220,2.07,6.31,22.31,4.58
221,1.94,5.92,22.31,4.59
222,2.59,7.90,22.31,4.58
223,2.43,7.42,22.31,4.59
224,2.31,7.05,22.31,4.59
225,1.33,4.05,22.31,4.58
226,2.80,8.54,22.31,4.58
227,2.39,7.30,22.31,4.58
228,1.30,3.95,22.31,4.59
229,1.89,5.77,22.31,4.59
230,1.60,4.89,22.31,4.59
231,2.13,6.50,22.31,4.59
232,2.06,6.29,22.31,4.58
233,1.38,4.20,22.31,4.63
234,2.06,6.29,22.31,4.57
235,1.95,5.95,22.31,4.58
236,1.62,4.95,22.31,4.60
237,1.08,3.28,22.31,4.60
238,2.02,6.16,22.31,4.58
239,1.98,6.04,22.31,4.56
240,1.97,6.01,22.31,4.57
241,2.09,6.37,22.31,4.59
242,1.08,3.28,22.31,4.58
243,2.56,7.81,22.31,4.60
244,1.88,5.72,22.31,4.57
245,1.28,3.89,22.31,4.58
246,1.93,5.89,22.31,4.58
247,2.08,6.35,22.31,4.59
248,1.90,5.78,22.31,4.58
249,1.77,5.41,22.31,4.56
250,2.02,6.17,22.31,4.55
251,1.88,5.72,22.31,4.58
252,1.65,5.02,22.31,4.58
253,1.88,5.72,22.31,4.58
254,1.96,5.98,22.31,4.58
255,1.82,5.55,22.31,4.58
256,2.00,6.11,22.31,4.44
257,1.96,5.96,22.31,4.41
258,2.41,7.36,22.31,4.39
259,2.08,6.35,22.31,4.49
260,2.27,6.93,22.31,4.48
261,2.39,7.30,22.31,4.46
262,1.57,4.80,22.31,4.43
263,1.33,4.07,22.31,4.42
264,1.30,3.95,22.31,4.47
265,2.61,7.98,22.31,4.42
266,1.97,6.02,22.31,4.43
267,1.97,6.02,22.31,4.43
268,1.84,5.62,22.31,4.48
269,1.43,4.37,22.31,4.50
270,1.27,3.86,22.31,4.48
271,2.09,6.37,22.31,4.51
272,2.39,7.29,22.31,4.51
273,1.86,5.68,22.31,4.52
274,1.39,4.25,22.31,4.48
275,0.51,1.55,22.31,4.49
276,2.25,6.86,22.31,4.48
277,1.95,5.93,22.31,4.48
278,1.46,4.44,22.31,4.49
279,0.84,2.55,22.31,4.50
280,2.77,8.45,22.31,4.47
281,1.97,6.02,22.31,4.47
282,1.97,6.01,22.37,4.47
283,2.00,6.10,22.37,4.46
284,1.86,5.66,22.37,4.39
285,2.01,6.13,22.37,4.39
286,1.85,5.65,22.37,4.45
287,2.41,7.35,22.37,4.46
288,2.94,8.97,22.37,4.48
289,0.67,2.04,22.37,4.51
290,1.27,3.88,22.37,4.49
291,1.78,5.43,22.37,4.50
292,0.64,1.95,22.37,4.49
293,1.62,4.95,22.37,4.52
294,1.69,5.16,22.37,4.51
295,2.00,6.10,22.37,4.59
296,1.93,5.87,22.37,4.60
297,1.98,6.05,22.37,4.60
298,1.82,5.56,22.37,4.59
299,1.84,5.62,22.37,4.60
300,1.76,5.37,22.37,4.60
301,1.72,5.23,22.37,4.58
302,1.22,3.71,22.37,4.61
303,1.54,4.70,22.37,4.57
304,2.04,6.22,22.37,4.60
305,1.84,5.61,22.37,4.60
306,1.89,5.77,22.37,4.58
307,1.47,4.47,22.37,4.52
308,1.66,5.07,22.37,4.63
309,0.75,2.28,22.37,4.60
310,1.01,3.07,22.37,4.61
311,2.56,7.80,22.37,4.53
312,2.03,6.19,22.37,4.61
313,1.84,5.62,22.37,4.59
314,1.86,5.68,22.37,4.59
315,2.01,6.14,22.37,4.60
316,1.88,5.72,22.37,4.59
317,1.63,4.96,22.37,4.60
318,0.90,2.76,22.37,4.59
319,1.89,5.75,22.37,4.59
320,1.89,5.75,22.37,4.59
321,1.88,5.72,22.37,4.60
322,2.44,7.44,22.37,4.59
323,1.55,4.74,22.37,4.59
324,1.40,4.28,22.37,4.59
325,0.98,3.00,22.37,4.58
326,2.64,8.05,22.37,4.59
327,1.93,5.89,22.37,4.58
328,2.06,6.28,22.37,4.59
329,2.90,8.85,22.37,4.58
330,2.90,8.85,22.37,4.58
331,1.94,5.90,22.37,4.59
332,1.83,5.58,22.37,4.60
333,1.85,5.63,22.37,4.59
334,1.96,5.99,22.37,4.59
335,1.83,5.59,22.37,4.58
336,1.96,5.99,22.37,4.58
337,1.29,3.92,22.37,4.58
338,3.04,9.27,22.37,4.58
339,2.79,8.50,22.37,4.58
340,1.30,3.97,22.37,4.59
341,3.01,9.17,22.37,4.57
342,1.93,5.89,22.37,4.58
343,2.35,7.16,22.37,4.58
344,2.99,9.12,22.37,4.57
345,1.26,3.83,22.37,4.57
346,0.99,3.03,22.37,4.56
347,2.59,7.89,22.37,4.58
348,2.09,6.38,22.31,4.57
349,2.63,8.03,22.37,4.57
350,2.43,7.41,22.31,4.56
351,2.20,6.71,22.31,4.57
352,1.85,5.63,22.31,4.58
353,1.93,5.87,22.37,4.57
354,1.88,5.74,22.31,4.58
355,1.74,5.32,22.31,4.58
356,2.39,7.30,22.31,4.57
357,2.08,6.35,22.31,4.58
358,2.35,7.17,22.31,4.57
359,1.09,3.31,22.31,4.56
360,1.92,5.86,22.31,4.56
361,2.11,6.42,22.31,4.57
362,1.48,4.52,22.31,4.56
363,2.38,7.24,22.31,4.55
364,2.33,7.11,22.31,4.55
365,2.30,7.01,22.31,4.55
366,2.36,7.19,22.31,4.57
367,2.11,6.42,22.31,4.58
368,2.07,6.32,22.31,4.57
369,1.86,5.66,22.31,4.56
370,2.35,7.17,22.31,4.56
371,1.58,4.83,22.31,4.53
372,2.98,9.09,22.31,4.54
373,2.04,6.22,22.31,4.56
374,1.29,3.92,22.31,4.58
375,1.96,5.96,22.31,4.57
376,2.04,6.22,22.31,4.57
377,1.89,5.75,22.31,4.57
378,1.98,6.04,22.31,4.57
379,1.96,5.96,22.31,4.56
380,1.95,5.95,22.31,4.55
381,2.14,6.51,22.31,4.58
382,2.16,6.59,22.31,4.56
383,1.71,5.22,22.31,4.56
384,2.11,6.44,22.31,4.57
385,1.07,3.25,22.25,4.57
386,1.99,6.07,22.31,4.57
387,1.94,5.92,22.25,4.56
388,2.84,8.68,22.25,4.58
389,1.92,5.86,22.25,4.57
390,1.41,4.29,22.25,4.60
391,1.73,5.28,22.25,4.58
392,1.62,4.95,22.25,4.57
393,2.07,6.32,22.25,4.57
394,1.54,4.71,22.25,4.57
395,1.90,5.80,22.25,4.58
396,1.51,4.61,22.25,4.58
