Seria pomiarowa: 0
Godzina poczatkowa: 6:00, Godzina koncowa: 20:00
Dzielnik, Panel, Temperatura, Czas [s]
2255,2.84,8.66,24.31
2256,3.64,11.09,24.31
2257,2.04,6.22,24.31
2258,4.02,12.25,24.25
2259,3.01,9.18,24.25
2260,2.85,8.71,24.25
2261,4.70,14.34,24.25
2262,0.87,2.67,24.25
2263,2.84,8.66,24.25
2264,3.91,11.91,24.25
2265,3.84,11.72,24.25
2266,3.63,11.06,24.25
2267,3.00,9.14,24.25
2268,1.31,4.01,24.25
2269,1.74,5.29,24.25
2270,2.19,6.68,24.25
2271,4.53,13.80,24.25
2272,1.15,3.50,24.25
2273,3.80,11.60,24.25
2274,1.14,3.47,24.25
2275,2.99,9.11,24.25
2276,1.03,3.13,24.25
2277,2.83,8.63,24.25
2278,2.83,8.63,24.25
2279,3.15,9.62,24.19
2280,2.65,8.08,24.25
2281,0.87,2.67,24.25
2282,1.66,5.07,24.25
2283,3.31,10.11,24.19
2284,4.83,14.73,24.19
2285,2.88,8.80,24.19
2286,2.60,7.93,24.19
2287,3.13,9.56,24.19
2288,2.76,8.41,24.19
2289,1.24,3.79,24.19
2290,1.29,3.94,24.19
2291,2.92,8.91,24.19
2292,1.00,3.06,24.19
2293,1.68,5.13,24.19
2294,2.96,9.02,24.19
2295,1.88,5.72,24.19
2296,3.85,11.75,24.19
2297,2.81,8.57,24.19
2298,4.80,14.64,24.19
2299,1.36,4.16,24.19
2300,1.90,5.80,24.19
2301,2.49,7.60,24.19
2302,2.12,6.45,24.19
2303,2.92,8.91,24.19
2304,1.74,5.29,24.19
2305,2.53,7.71,24.19
2306,2.23,6.81,24.19
2307,2.81,8.56,24.19
2308,2.88,8.78,24.19
2309,4.41,13.46,24.19
2310,3.03,9.24,24.19
2311,3.28,10.00,24.19
2312,1.68,5.13,24.19
2313,2.61,7.96,24.19
2314,1.62,4.93,24.19
2315,4.56,13.89,24.19
2316,1.92,5.84,24.19
2317,1.84,5.61,24.19
2318,3.17,9.67,24.19
2319,3.98,12.15,24.19
2320,3.08,9.41,24.19
2321,2.23,6.80,24.19
2322,2.86,8.72,24.19
2323,3.23,9.85,24.19
2324,2.89,8.81,24.19
2325,2.94,8.97,24.19
2326,2.83,8.63,24.19
2327,0.91,2.79,24.19
2328,4.84,14.76,24.19
2329,2.94,8.97,24.19
2330,4.81,14.68,24.12
2331,3.22,9.81,24.12
2332,2.96,9.02,24.12
2333,2.86,8.74,24.12
2334,3.05,9.30,24.12
2335,2.91,8.87,24.12
2336,2.87,8.77,24.12
2337,3.78,11.54,24.12
2338,4.76,14.52,24.19
2339,2.83,8.63,24.19
2340,3.64,11.09,24.12
2341,2.94,8.96,24.12
2342,2.87,8.77,24.12
2343,1.78,5.43,24.12
2344,2.98,9.09,24.12
2345,1.63,4.96,24.12
2346,3.14,9.59,24.12
2347,1.84,5.61,24.12
2348,2.30,7.01,24.12
2349,4.48,13.67,24.12
2350,1.95,5.95,24.12
2351,1.20,3.65,24.12
2352,2.59,7.89,24.12
2353,2.82,8.60,24.12
2354,2.11,6.44,24.12
2355,3.95,12.06,24.12
2356,2.34,7.13,24.12
2357,1.99,6.07,24.12
2358,1.92,5.84,24.12
2359,4.80,14.65,24.12
2360,3.67,11.18,24.06
2361,2.48,7.56,24.06
2362,4.60,14.03,24.12
2363,2.21,6.75,24.06
2364,1.74,5.32,24.12
2365,2.91,8.88,24.12
2366,2.94,8.96,24.06
2367,2.24,6.84,24.12
2368,2.93,8.93,24.06
2369,0.90,2.74,24.06
2370,3.22,9.82,24.06
2371,4.10,12.49,24.06
2372,2.86,8.74,24.06
2373,2.91,8.88,24.06
2374,1.68,5.13,24.06
2375,3.88,11.82,24.06
2376,1.19,3.64,24.06
2377,3.10,9.47,24.06
2378,1.20,3.67,24.06
2379,2.97,9.05,24.06
2380,3.07,9.38,24.06
2381,1.23,3.74,24.06
2382,2.83,8.62,24.06
2383,2.46,7.51,24.06
2384,3.87,11.79,24.06
2385,3.56,10.85,24.06
2386,3.39,10.35,24.06
2387,1.72,5.23,24.06
2388,2.87,8.77,24.06
2389,3.90,11.88,24.06
2390,4.36,13.31,24.06
2391,2.82,8.59,24.06
2392,2.88,8.80,24.06
2393,2.93,8.93,24.06
2394,2.87,8.75,24.06
2395,2.82,8.60,24.06
2396,2.29,6.98,24.06
2397,1.99,6.07,24.06
2398,1.29,3.94,24.06
2399,1.21,3.70,24.06
2400,3.44,10.49,24.06
2401,4.64,14.16,24.06
2402,2.09,6.38,24.06
2403,4.96,15.13,24.06
2404,3.08,9.41,24.06
2405,3.26,9.96,24.06
2406,2.14,6.53,24.06
2407,3.46,10.55,24.06
2408,3.78,11.52,24.06
2409,1.70,5.19,24.06
2410,1.81,5.53,24.06
2411,4.23,12.91,24.06
2412,3.64,11.11,24.00
2413,4.72,14.40,24.00
2414,2.83,8.63,24.00
2415,1.33,4.07,24.00
2416,4.88,14.88,24.00
2417,2.94,8.97,24.00
2418,2.72,8.29,24.00
2419,2.89,8.83,24.00
2420,1.99,6.08,24.00
2421,0.98,3.00,24.00
2422,4.37,13.33,24.00
2423,2.82,8.60,24.00
2424,3.64,11.09,24.00
2425,2.83,8.65,24.00
2426,1.93,5.87,24.00
2427,2.34,7.14,24.00
2428,2.83,8.62,24.00
2429,2.94,8.97,24.00
2430,2.85,8.71,24.00
2431,1.53,4.67,24.00
2432,3.20,9.76,24.00
2433,1.84,5.61,24.00
2434,1.34,4.10,24.00
2435,1.65,5.02,24.00
2436,4.88,14.88,24.00
2437,2.16,6.57,24.00
2438,3.56,10.85,24.00
2439,2.87,8.75,24.00
2440,1.64,5.01,24.00
2441,2.87,8.77,24.00
2442,1.82,5.56,24.00
2443,2.96,9.02,24.00
2444,2.49,7.59,24.00
2445,3.60,10.97,24.00
2446,2.91,8.87,24.00
2447,2.32,7.08,24.00
2448,4.33,13.19,24.00
2449,2.15,6.56,24.00
2450,2.15,6.54,24.00
2451,2.33,7.11,24.00
2452,2.48,7.56,24.00
2453,0.98,2.98,24.00
2454,3.52,10.75,24.00
2455,2.56,7.80,24.00
2456,3.78,11.54,24.00
2457,2.09,6.38,24.00
2458,2.88,8.80,24.00
2459,2.89,8.81,24.00
2460,2.88,8.80,24.00
2461,3.52,10.73,24.00
2462,2.54,7.75,24.00
2463,1.13,3.46,24.00
2464,2.83,8.62,24.00
2465,2.97,9.05,24.00
2466,3.48,10.60,24.00
2467,3.70,11.28,24.00
2468,2.88,8.80,24.00
2469,3.29,10.05,24.00
2470,4.29,13.09,24.00
2471,2.35,7.16,24.00
2472,4.39,13.39,24.00
2473,1.19,3.62,24.00
2474,2.23,6.81,24.00
2475,4.80,14.65,24.00
2476,2.83,8.62,24.00
2477,2.86,8.74,24.00
2478,2.82,8.60,24.00
2479,2.96,9.03,24.00
2480,4.24,12.92,24.00
2481,2.51,7.65,24.00
2482,2.95,9.00,24.00
2483,2.98,9.08,24.00
2484,2.94,8.97,24.00
2485,2.39,7.29,24.00
2486,2.69,8.21,24.00
2487,2.94,8.96,24.00
2488,2.99,9.12,24.00
2489,2.76,8.41,24.00
2490,2.85,8.71,24.00
2491,2.72,8.30,24.00
2492,1.27,3.88,24.00
2493,1.30,3.95,24.00
2494,1.31,4.00,24.00
2495,1.88,5.74,24.00
2496,1.68,5.13,24.00
2497,3.86,11.78,24.00
2498,3.89,11.85,24.00
2499,4.95,15.09,24.00
2500,1.98,6.05,24.00
2501,0.88,2.70,24.00
2502,1.24,3.77,24.00
2503,2.88,8.80,24.00
2504,3.70,11.28,24.00
2505,3.63,11.08,24.00
2506,2.28,6.96,24.00
2507,2.93,8.93,24.00
2508,1.13,3.46,24.00
2509,4.15,12.67,24.00
2510,1.52,4.64,24.00
2511,2.93,8.94,24.00
2512,1.08,3.29,24.00
2513,2.60,7.92,24.00
2514,2.02,6.16,24.00
2515,2.92,8.91,24.00
2516,3.79,11.57,24.00
2517,2.96,9.03,24.00
2518,1.80,5.50,24.00
2519,3.59,10.94,24.00
2520,2.10,6.40,24.00
2521,3.99,12.18,24.00
2522,2.63,8.03,24.00
2523,4.14,12.63,24.00
2524,4.70,14.34,24.00
2525,3.38,10.32,24.00
2526,2.50,7.62,24.00
2527,1.22,3.73,24.00
2528,2.94,8.97,24.00
2529,2.86,8.74,24.00
2530,4.42,13.48,24.00
2531,1.68,5.13,24.00
2532,4.05,12.34,24.00
2533,1.79,5.47,24.00
2534,1.68,5.13,24.00
2535,3.22,9.82,24.00
2536,2.93,8.94,24.00
2537,3.47,10.58,24.00
2538,1.84,5.61,24.00
2539,1.74,5.32,24.00
2540,1.80,5.50,24.00
2541,4.65,14.18,24.00
2542,3.66,11.15,24.00
2543,1.93,5.89,24.00
2544,2.27,6.92,24.00
2545,1.42,4.34,24.00
2546,3.61,11.00,23.94
2547,4.32,13.18,24.00
2548,1.39,4.25,24.00
2549,4.24,12.94,23.94
2550,3.26,9.96,23.94
2551,2.48,7.56,23.94
2552,1.37,4.19,23.94
2553,2.87,8.75,23.94
2554,2.46,7.51,23.94
2555,3.26,9.96,23.94
2556,3.16,9.63,23.94
2557,3.03,9.24,23.94
2558,3.60,10.99,23.94
2559,3.36,10.24,23.94
2560,2.85,8.71,23.94
2561,2.82,8.60,23.94
2562,3.85,11.75,23.94
2563,3.48,10.61,23.94
2564,2.85,8.71,23.94
2565,4.65,14.18,23.94
2566,1.81,5.53,23.94
2567,3.55,10.82,23.94
2568,3.82,11.64,23.94
2569,3.89,11.87,23.94
2570,1.33,4.05,23.94
2571,3.42,10.43,23.94
2572,4.80,14.64,23.94
2573,3.99,12.18,23.94
2574,3.50,10.67,23.94
2575,3.40,10.36,23.94
2576,3.33,10.15,23.87
2577,2.23,6.80,23.94
2578,1.62,4.95,23.87
2579,1.54,4.70,23.87
2580,4.10,12.49,23.87
2581,3.77,11.49,23.87
2582,1.93,5.89,23.87
2583,2.86,8.72,23.87
2584,3.76,11.48,23.87
2585,1.37,4.19,23.87
2586,2.85,8.69,23.87
2587,2.50,7.62,23.87
2588,3.69,11.24,23.87
2589,1.45,4.43,23.87
2590,4.68,14.28,23.87
2591,3.08,9.41,23.87
2592,4.40,13.43,23.87
2593,2.85,8.69,23.87
2594,2.08,6.34,23.87
2595,3.25,9.90,23.87
2596,3.16,9.64,23.87
2597,2.83,8.63,23.87
2598,2.93,8.94,23.87
2599,1.56,4.77,23.87
2600,3.95,12.04,23.87
2601,2.95,9.00,23.87
2602,3.78,11.52,23.87
2603,2.19,6.69,23.87
2604,1.52,4.64,23.87
2605,2.88,8.80,23.87
2606,2.90,8.85,23.87
2607,1.67,5.10,23.94
2608,3.32,10.14,23.94
2609,3.32,10.12,23.87
2610,1.41,4.31,23.94
2611,3.43,10.46,23.94
2612,4.09,12.46,23.94
2613,1.91,5.83,23.94
2614,1.50,4.58,23.94
2615,2.28,6.96,23.94
2616,4.31,13.13,23.94
2617,4.59,14.01,23.94
2618,2.03,6.19,23.94
2619,4.01,12.22,23.94
2620,1.82,5.56,23.94
2621,3.61,11.00,23.94
2622,2.12,6.45,23.94
2623,2.45,7.48,23.94
2624,3.68,11.21,23.94
2625,2.39,7.29,23.94
2626,2.65,8.09,23.94
2627,3.10,9.45,23.94
2628,3.48,10.60,23.94
2629,2.45,7.48,23.94
2630,2.91,8.88,23.94
2631,3.33,10.17,23.94
2632,3.50,10.69,23.94
2633,2.80,8.53,23.94
2634,2.01,6.13,23.94
2635,1.81,5.53,23.94
2636,2.93,8.93,23.94
2637,1.42,4.34,23.94
2638,4.67,14.25,23.94
2639,1.97,6.01,23.94
2640,3.53,10.78,23.94
2641,1.50,4.56,23.94
2642,2.98,9.08,23.94
2643,2.30,7.01,23.94
2644,2.52,7.68,23.94
2645,3.44,10.48,23.94
2646,2.95,8.99,23.94
2647,4.09,12.46,23.94
2648,2.72,8.29,23.94
2649,2.84,8.68,23.94
2650,4.12,12.57,23.94
2651,2.15,6.54,23.94
2652,2.28,6.96,23.94
2653,3.80,11.58,23.94
2654,3.63,11.08,23.94
2655,3.07,9.36,23.94
2656,2.17,6.62,23.94
2657,3.05,9.32,23.94
2658,2.63,8.02,23.94
2659,2.42,7.39,23.94
2660,3.40,10.38,23.94
2661,3.23,9.85,23.94
2662,3.04,9.27,23.94
2663,1.34,4.08,23.94
2664,2.85,8.69,23.94
2665,3.18,9.70,23.94
2666,2.23,6.80,23.94
2667,2.68,8.18,23.94
2668,3.53,10.76,23.94
2669,3.04,9.26,23.94
2670,1.66,5.05,23.94
2671,4.34,13.24,23.94
2672,4.15,12.67,23.94
2673,3.53,10.76,23.94
2674,2.20,6.71,23.94
2675,3.18,9.69,23.94
2676,3.37,10.29,23.94
2677,3.89,11.85,23.94
2678,1.90,5.80,23.94
2679,3.66,11.15,23.94
2680,2.27,6.92,23.94
2681,3.76,11.46,23.94
2682,3.88,11.82,23.94
2683,2.26,6.90,23.94
2684,1.36,4.14,23.94
2685,2.48,7.57,23.94
2686,3.72,11.34,23.94
2687,1.18,3.61,23.94
2688,2.85,8.71,23.94
2689,1.96,5.99,23.94
2690,4.50,13.73,23.94
2691,3.00,9.15,23.94
2692,2.90,8.85,23.94
2693,2.92,8.91,23.94
2694,3.10,9.45,23.94
2695,4.46,13.61,23.94
2696,2.81,8.57,23.94
2697,3.10,9.45,23.94
2698,3.41,10.41,23.94
2699,3.69,11.24,23.94
2700,3.09,9.42,23.94
2701,0.44,1.36,23.94
2702,2.84,8.66,23.94
2703,2.79,8.51,23.94
2704,3.81,11.61,23.94
2705,2.90,8.84,23.94
2706,1.76,5.38,23.94
2707,1.42,4.32,23.94
2708,4.05,12.36,23.94
2709,1.39,4.25,23.94
2710,0.97,2.97,23.94
2711,4.64,14.16,23.94
2712,3.08,9.41,23.94
2713,3.58,10.93,23.94
2714,2.24,6.84,23.94
2715,3.49,10.64,23.94
2716,1.67,5.08,23.94
2717,3.12,9.53,23.94
2718,2.14,6.53,23.94
2719,2.34,7.14,23.94
2720,2.91,8.87,23.87
2721,2.91,8.87,23.87
2722,1.16,3.55,23.87
2723,3.37,10.29,23.87
2724,2.80,8.54,23.87
2725,2.40,7.33,23.87
2726,2.91,8.88,23.87
2727,2.79,8.50,23.87
2728,4.52,13.77,23.87
2729,3.14,9.59,23.87
2730,3.56,10.85,23.87
2731,3.66,11.15,23.87
2732,3.05,9.30,23.87
2733,3.49,10.64,23.87
2734,1.68,5.11,23.87
2735,4.54,13.85,23.87
2736,2.38,7.26,23.87
2737,4.56,13.91,23.87
2738,2.87,8.77,23.87
2739,3.38,10.32,23.87
2740,1.38,4.20,23.87
2741,3.30,10.08,23.87
2742,2.52,7.68,23.87
2743,1.81,5.53,23.87
2744,3.82,11.66,23.87
2745,2.52,7.68,23.87
2746,3.03,9.23,23.87
2747,2.08,6.35,23.87
2748,3.75,11.43,23.87
2749,4.13,12.61,23.87
2750,2.26,6.89,23.87
2751,2.83,8.62,23.87
2752,2.16,6.59,23.87
2753,3.31,10.11,23.87
2754,2.19,6.69,23.87
2755,1.33,4.07,23.87
2756,1.76,5.38,23.87
2757,3.54,10.79,23.87
2758,3.31,10.09,23.81
2759,4.39,13.40,23.81
2760,2.03,6.20,23.81
2761,1.34,4.08,23.87
2762,3.96,12.09,23.81
2763,3.87,11.79,23.81
2764,2.91,8.87,23.81
2765,2.83,8.62,23.81
2766,2.26,6.89,23.81
2767,4.71,14.37,23.87
2768,2.92,8.90,23.81
2769,2.29,6.98,23.81
2770,2.20,6.71,23.81
2771,2.90,8.84,23.81
2772,1.77,5.41,23.81
2773,2.83,8.65,23.81
2774,3.06,9.33,23.81
2775,2.83,8.63,23.81
2776,2.78,8.47,23.81
2777,2.91,8.88,23.81
2778,2.88,8.78,23.81
2779,2.92,8.91,23.81
2780,2.75,8.39,23.81
2781,3.16,9.63,23.81
2782,2.91,8.87,23.81
2783,2.79,8.51,23.81
2784,3.47,10.57,23.81
2785,1.85,5.63,23.81
2786,3.06,9.35,23.81
2787,2.01,6.13,23.81
2788,1.73,5.26,23.81
2789,2.90,8.85,23.81
2790,3.46,10.55,23.81
2791,3.34,10.20,23.81
2792,2.69,8.21,23.81
2793,1.07,3.25,23.81
2794,1.67,5.10,23.81
2795,1.46,4.44,23.81
2796,2.19,6.68,23.81
2797,2.93,8.93,23.81
2798,2.89,8.81,23.81
2799,2.80,8.53,23.81
2800,3.00,9.15,23.81
2801,2.64,8.05,23.75
2802,2.89,8.81,23.75
2803,2.42,7.39,23.81
2804,2.80,8.53,23.75
2805,1.88,5.74,23.81
2806,4.02,12.25,23.81
2807,3.53,10.78,23.75
2808,2.85,8.71,23.81
2809,1.95,5.93,23.81
2810,2.46,7.50,23.81
2811,1.74,5.29,23.81
2812,3.84,11.70,23.75
2813,1.25,3.82,23.81
2814,2.61,7.96,23.75
2815,2.83,8.65,23.75
2816,1.64,5.01,23.75
2817,3.59,10.96,23.75
2818,3.99,12.16,23.75
2819,2.94,8.97,23.75
2820,3.96,12.09,23.75
2821,2.09,6.38,23.75
2822,4.55,13.86,23.75
2823,1.28,3.89,23.75
2824,1.37,4.19,23.75
2825,1.74,5.32,23.75
2826,3.45,10.51,23.75
2827,2.75,8.39,23.75
2828,2.83,8.62,23.75
2829,2.44,7.44,23.75
2830,2.79,8.50,23.81
2831,2.93,8.93,23.75
2832,3.50,10.67,23.81
2833,3.54,10.79,23.75
2834,1.60,4.89,23.81
2835,2.91,8.87,23.75
2836,4.12,12.57,23.75
2837,3.38,10.32,23.75
2838,2.03,6.19,23.75
2839,2.83,8.65,23.75
2840,2.89,8.83,23.75
2841,3.05,9.32,23.75
2842,2.73,8.33,23.75
2843,2.79,8.50,23.75
2844,3.64,11.11,23.75
2845,2.83,8.62,23.75
2846,2.88,8.80,23.75
2847,3.56,10.85,23.75
2848,3.63,11.06,23.75
2849,3.06,9.33,23.75
2850,2.61,7.98,23.75
2851,3.38,10.32,23.75
2852,3.58,10.91,23.75
2853,3.95,12.04,23.75
2854,2.06,6.28,23.75
2855,1.29,3.94,23.75
2856,1.33,4.07,23.75
2857,2.36,7.19,23.75
2858,2.79,8.50,23.75
2859,2.49,7.59,23.75
2860,1.63,4.98,23.75
2861,2.75,8.38,23.75
2862,2.90,8.84,23.75
2863,2.68,8.17,23.75
2864,1.83,5.59,23.75
2865,2.10,6.41,23.75
2866,3.69,11.25,23.75
2867,1.75,5.35,23.75
2868,1.00,3.06,23.75
2869,3.53,10.78,23.75
2870,1.58,4.82,23.75
2871,2.79,8.51,23.75
2872,1.88,5.72,23.75
2873,3.07,9.38,23.75
2874,3.49,10.66,23.75
2875,2.95,8.99,23.75
2876,2.58,7.86,23.75
2877,3.87,11.79,23.75
2878,3.66,11.15,23.75
2879,3.03,9.24,23.75
2880,3.91,11.94,23.75
2881,3.02,9.20,23.75
2882,2.23,6.81,23.75
2883,2.41,7.35,23.75
2884,1.77,5.40,23.69
2885,1.23,3.74,23.75
2886,2.07,6.32,23.69
2887,3.85,11.73,23.69
2888,1.74,5.29,23.69
2889,2.70,8.23,23.69
2890,3.48,10.60,23.69
2891,2.64,8.05,23.69
2892,3.63,11.08,23.69
2893,3.89,11.87,23.69
2894,3.88,11.82,23.69
2895,3.17,9.67,23.69
2896,2.49,7.59,23.69
2897,1.39,4.23,23.69
2898,2.77,8.45,23.69
2899,3.36,10.24,23.69
2900,2.85,8.71,23.69
2901,2.78,8.47,23.69
2902,2.41,7.36,23.69
2903,2.82,8.60,23.69
2904,2.78,8.47,23.69
2905,3.03,9.24,23.69
2906,1.15,3.52,23.69
2907,2.76,8.42,23.69
2908,1.02,3.12,23.69
2909,1.37,4.19,23.69
2910,4.60,14.04,23.69
2911,3.33,10.15,23.69
2912,3.62,11.05,23.69
2913,3.31,10.11,23.69
2914,3.80,11.58,23.69
2915,2.58,7.86,23.69
2916,2.82,8.60,23.69
2917,1.59,4.84,23.69
2918,2.85,8.71,23.69
2919,1.38,4.22,23.69
2920,2.83,8.62,23.69
2921,4.13,12.60,23.69
2922,2.91,8.88,23.69
2923,3.55,10.82,23.69
2924,4.26,12.98,23.69
2925,2.87,8.77,23.69
2926,3.37,10.29,23.69
2927,2.79,8.51,23.69
2928,1.97,6.02,23.69
2929,3.83,11.69,23.69
2930,1.79,5.46,23.69
2931,2.80,8.53,23.69
2932,3.55,10.84,23.69
2933,1.52,4.65,23.69
2934,2.90,8.84,23.69
2935,3.74,11.40,23.69
2936,2.89,8.83,23.69
2937,2.86,8.74,23.62
2938,1.54,4.70,23.62
2939,4.54,13.83,23.69
2940,3.52,10.73,23.62
2941,1.68,5.13,23.62
2942,4.29,13.09,23.62
2943,4.87,14.86,23.62
2944,3.84,11.72,23.62
2945,3.82,11.66,23.62
2946,1.33,4.05,23.62
2947,2.83,8.63,23.62
2948,2.96,9.03,23.62
2949,1.89,5.75,23.62
2950,2.53,7.72,23.62
2951,2.74,8.35,23.62
2952,2.02,6.16,23.62
2953,3.67,11.18,23.62
2954,3.18,9.69,23.62
2955,1.76,5.38,23.62
2956,2.80,8.53,23.62
2957,4.80,14.65,23.62
2958,3.46,10.55,23.62
2959,3.22,9.82,23.62
2960,4.45,13.57,23.62
2961,2.89,8.83,23.62
2962,2.77,8.44,23.62
2963,1.20,3.67,23.62
2964,3.93,11.99,23.62
2965,2.87,8.77,23.62
2966,1.76,5.37,23.62
2967,2.91,8.88,23.62
2968,2.79,8.51,23.62
2969,1.13,3.46,23.62
2970,2.89,8.83,23.62
2971,2.71,8.26,23.62
2972,3.16,9.63,23.62
2973,1.00,3.06,23.62
2974,1.32,4.04,23.62
2975,3.79,11.55,23.62
2976,1.29,3.94,23.62
2977,2.35,7.17,23.62
2978,2.39,7.29,23.62
2979,3.10,9.45,23.62
2980,2.37,7.22,23.62
2981,3.42,10.42,23.62
2982,2.80,8.54,23.62
2983,2.76,8.42,23.62
2984,3.82,11.66,23.62
2985,3.92,11.96,23.62
2986,3.49,10.66,23.62
2987,2.47,7.53,23.62
2988,3.07,9.38,23.56
2989,2.76,8.41,23.56
2990,2.93,8.93,23.56
2991,2.85,8.69,23.56
2992,3.36,10.24,23.56
2993,3.10,9.47,23.56
2994,2.37,7.22,23.56
2995,3.46,10.55,23.56
2996,4.62,14.10,23.56
2997,3.82,11.66,23.56
2998,4.02,12.25,23.56
2999,2.35,7.16,23.56
3000,4.07,12.40,23.56
3001,2.08,6.35,23.56
3002,4.00,12.21,23.56
3003,3.60,10.97,23.56
3004,1.99,6.08,23.56
3005,4.48,13.65,23.56
3006,1.07,3.26,23.56
3007,2.60,7.93,23.56
3008,3.77,11.49,23.56
3009,1.23,3.74,23.56
3010,1.82,5.56,23.56
3011,2.12,6.45,23.56
3012,4.07,12.42,23.56
3013,3.06,9.33,23.56
3014,1.34,4.10,23.56
3015,1.90,5.78,23.56
3016,1.90,5.80,23.56
3017,1.49,4.55,23.56
3018,1.50,4.58,23.56
3019,2.15,6.54,23.56
3020,1.74,5.32,23.56
3021,3.85,11.73,23.56
3022,4.83,14.74,23.56
3023,3.52,10.73,23.56
3024,4.56,13.89,23.56
3025,1.36,4.14,23.56
3026,2.85,8.71,23.56
3027,1.27,3.86,23.56
3028,4.44,13.54,23.50
3029,3.57,10.90,23.50
3030,2.79,8.51,23.50
3031,3.75,11.43,23.56
3032,2.83,8.63,23.50
3033,1.83,5.59,23.56
3034,1.36,4.14,23.50
3035,2.43,7.42,23.50
3036,3.93,11.99,23.56
3037,3.66,11.15,23.50
3038,3.22,9.81,23.50
3039,3.10,9.47,23.50
3040,3.85,11.75,23.50
3041,2.49,7.59,23.50
3042,3.79,11.55,23.50
3043,1.18,3.61,23.50
3044,2.50,7.62,23.50
3045,2.63,8.03,23.50
3046,4.09,12.46,23.50
3047,3.55,10.82,23.50
3048,1.44,4.38,23.50
3049,2.78,8.48,23.50
3050,2.75,8.38,23.50
3051,2.96,9.02,23.50
3052,2.79,8.51,23.50
3053,2.86,8.74,23.50
3054,3.63,11.06,23.50
3055,3.04,9.26,23.50
3056,2.13,6.50,23.50
3057,3.64,11.11,23.50
3058,3.46,10.55,23.50
3059,4.05,12.34,23.50
3060,2.81,8.57,23.50
3061,3.30,10.06,23.50
3062,2.53,7.72,23.50
3063,0.88,2.70,23.50
3064,2.08,6.34,23.50
3065,2.15,6.56,23.50
3066,3.74,11.40,23.50
3067,2.81,8.57,23.50
3068,2.06,6.28,23.50
3069,3.60,10.99,23.50
3070,1.36,4.14,23.50
3071,2.27,6.92,23.50
3072,1.75,5.34,23.50
3073,3.15,9.60,23.50
3074,2.76,8.42,23.50
3075,2.83,8.65,23.50
3076,2.78,8.47,23.50
3077,2.74,8.36,23.50
3078,2.88,8.80,23.50
3079,2.59,7.90,23.50
3080,2.82,8.59,23.50
3081,3.67,11.20,23.50
3082,3.37,10.29,23.50
3083,2.54,7.74,23.50
3084,3.73,11.37,23.50
3085,4.28,13.06,23.50
3086,3.65,11.12,23.50
3087,2.40,7.33,23.50
3088,1.46,4.46,23.50
3089,3.61,11.02,23.50
3090,3.04,9.26,23.50
3091,1.40,4.26,23.50
3092,2.73,8.33,23.50
3093,2.57,7.83,23.50
3094,1.44,4.38,23.50
3095,3.43,10.46,23.50
3096,3.97,12.12,23.50
3097,1.36,4.14,23.50
3098,1.78,5.43,23.50
3099,3.24,9.88,23.50
3100,4.60,14.03,23.50
3101,3.56,10.85,23.50
3102,2.45,7.48,23.44
3103,2.89,8.83,23.50
3104,3.50,10.67,23.50
3105,3.86,11.78,23.44
3106,2.60,7.92,23.44
3107,1.88,5.74,23.44
3108,2.81,8.56,23.44
3109,2.81,8.56,23.44
3110,1.92,5.84,23.44
3111,3.58,10.93,23.44
3112,1.29,3.92,23.44
3113,2.79,8.50,23.44
3114,3.55,10.82,23.44
3115,4.65,14.19,23.44
3116,3.44,10.49,23.44
3117,3.59,10.96,23.44
3118,2.06,6.29,23.44
3119,3.74,11.42,23.44
3120,4.81,14.67,23.44
3121,3.27,9.99,23.44
3122,3.88,11.82,23.44
3123,4.78,14.56,23.44
3124,2.39,7.27,23.44
3125,1.34,4.08,23.44
3126,3.13,9.56,23.44
3127,3.34,10.20,23.44
3128,3.44,10.48,23.44
3129,4.81,14.68,23.44
3130,2.85,8.69,23.44
3131,2.75,8.39,23.44
3132,2.89,8.83,23.44
3133,2.81,8.56,23.44
3134,2.75,8.38,23.44
3135,3.04,9.26,23.44
3136,2.79,8.51,23.44
3137,2.75,8.39,23.44
3138,2.88,8.78,23.44
3139,4.01,12.24,23.44
3140,2.64,8.05,23.44
3141,3.11,9.48,23.44
3142,1.21,3.68,23.44
3143,3.96,12.09,23.44
3144,3.53,10.76,23.44
3145,1.05,3.19,23.44
3146,2.70,8.23,23.44
3147,3.70,11.30,23.44
3148,1.86,5.66,23.44
3149,3.50,10.67,23.44
3150,3.73,11.37,23.44
3151,1.81,5.52,23.44
3152,3.86,11.76,23.44
3153,3.56,10.87,23.44
3154,4.75,14.49,23.44
3155,1.67,5.10,23.44
3156,3.81,11.61,23.44
3157,1.90,5.78,23.44
3158,4.44,13.55,23.44
3159,3.64,11.11,23.44
3160,1.85,5.63,23.44
3161,3.78,11.52,23.44
3162,2.96,9.03,23.44
3163,2.89,8.83,23.44
3164,2.57,7.84,23.44
3165,2.80,8.53,23.44
3166,1.81,5.53,23.44
3167,2.34,7.13,23.44
3168,4.35,13.25,23.44
3169,3.54,10.79,23.44
3170,3.32,10.14,23.44
3171,4.07,12.42,23.44
3172,2.34,7.14,23.44
3173,3.56,10.85,23.44
3174,2.11,6.44,23.44
3175,2.79,8.51,23.44
3176,4.17,12.72,23.37
3177,2.86,8.72,23.44
3178,2.74,8.35,23.37
3179,2.39,7.30,23.37
3180,3.04,9.29,23.37
3181,3.67,11.20,23.37
3182,1.59,4.86,23.37
