Seria pomiarowa: 0
Godzina poczatkowa: 6:00, Godzina koncowa: 20:00
Dzielnik, Panel, Temperatura, Czas [s]
6737,1.80,5.49,22.62
6738,0.18,0.54,22.62
6739,4.27,13.01,22.62
6740,0.59,1.79,22.62
6741,1.90,5.80,22.62
6742,1.07,3.26,22.62
6743,0.52,1.60,22.62
6744,0.65,1.97,22.62
6745,3.72,11.36,22.62
6746,0.45,1.39,22.62
6747,4.35,13.25,22.62
6748,1.11,3.38,22.62
6749,0.59,1.79,22.62
6750,0.69,2.10,22.62
6751,1.66,5.05,22.62
6752,2.05,6.25,22.62
6753,1.17,3.58,22.62
6754,1.07,3.26,22.62
6755,4.89,14.91,22.62
6756,0.12,0.37,22.62
6757,0.34,1.03,22.62
6758,1.13,3.44,22.62
6759,0.85,2.59,22.62
6760,3.41,10.39,22.56
6761,1.52,4.64,22.62
6762,0.57,1.73,22.56
6763,0.66,2.03,22.56
6764,1.95,5.93,22.56
6765,3.74,11.42,22.56
6766,2.52,7.68,22.56
6767,0.38,1.16,22.56
6768,3.28,10.00,22.56
6769,1.07,3.26,22.56
6770,2.22,6.77,22.56
6771,1.59,4.84,22.56
6772,2.46,7.50,22.56
6773,4.91,14.97,22.56
6774,2.77,8.44,22.56
6775,1.20,3.67,22.56
6776,2.35,7.17,22.56
6777,4.67,14.25,22.56
6778,2.60,7.93,22.56
6779,1.15,3.52,22.56
6780,4.83,14.73,22.56
6781,1.47,4.49,22.56
6782,2.93,8.93,22.56
6783,2.35,7.17,22.56
6784,0.43,1.33,22.56
6785,2.58,7.86,22.56
6786,2.57,7.83,22.56
6787,3.93,11.99,22.56
6788,1.87,5.69,22.56
6789,1.23,3.74,22.56
6790,2.47,7.53,22.56
6791,0.09,0.27,22.56
6792,4.38,13.37,22.56
6793,4.33,13.19,22.56
6794,2.28,6.96,22.56
6795,3.48,10.60,22.56
6796,4.40,13.42,22.50
6797,0.35,1.07,22.56
6798,4.13,12.60,22.50
6799,3.08,9.41,22.50
6800,0.36,1.09,22.50
6801,2.62,8.01,22.50
6802,0.61,1.85,22.50
6803,2.04,6.23,22.50
6804,3.19,9.72,22.50
6805,3.41,10.41,22.50
6806,2.17,6.63,22.50
6807,4.17,12.72,22.50
6808,2.19,6.68,22.50
6809,1.96,5.96,22.50
6810,1.12,3.43,22.50
6811,3.02,9.21,22.50
6812,2.26,6.89,22.50
6813,3.36,10.26,22.50
6814,4.66,14.21,22.50
6815,2.08,6.34,22.50
6816,3.10,9.47,22.50
6817,4.23,12.89,22.50
6818,0.95,2.91,22.50
6819,4.75,14.49,22.50
6820,3.97,12.12,22.50
6821,1.36,4.14,22.50
6822,1.83,5.58,22.50
6823,1.83,5.58,22.50
6824,1.49,4.55,22.44
6825,1.40,4.28,22.44
6826,3.19,9.72,22.44
6827,0.66,2.01,22.44
6828,0.71,2.18,22.50
6829,1.22,3.73,22.44
6830,4.10,12.49,22.44
6831,1.78,5.44,22.50
6832,2.06,6.28,22.44
6833,3.35,10.21,22.44
6834,1.24,3.77,22.44
6835,2.30,7.01,22.44
6836,2.99,9.12,22.44
6837,1.93,5.87,22.44
6838,0.62,1.89,22.44
6839,2.14,6.53,22.44
6840,2.63,8.02,22.44
6841,0.59,1.80,22.44
6842,0.80,2.44,22.44
6843,1.06,3.22,22.44
6844,1.66,5.07,22.44
6845,1.31,4.01,22.44
6846,1.87,5.69,22.44
6847,4.18,12.76,22.44
6848,1.17,3.58,22.44
6849,1.53,4.67,22.44
6850,1.71,5.22,22.44
6851,0.62,1.88,22.44
6852,1.15,3.52,22.44
6853,4.89,14.92,22.44
6854,2.14,6.53,22.44
6855,2.15,6.56,22.44
6856,1.49,4.53,22.44
6857,4.89,14.92,22.44
6858,1.90,5.78,22.44
6859,1.74,5.31,22.44
6860,4.36,13.30,22.44
6861,0.34,1.03,22.44
6862,2.67,8.15,22.44
6863,3.89,11.87,22.44
6864,2.37,7.23,22.44
6865,2.22,6.77,22.44
6866,2.53,7.72,22.44
6867,1.25,3.80,22.44
6868,0.51,1.55,22.44
6869,4.22,12.88,22.37
6870,0.34,1.03,22.37
6871,2.23,6.81,22.44
6872,0.67,2.04,22.44
6873,0.65,1.97,22.37
6874,0.79,2.40,22.37
6875,0.68,2.07,22.37
6876,1.17,3.58,22.44
6877,2.04,6.22,22.44
6878,0.65,1.98,22.44
6879,0.69,2.10,22.37
6880,1.28,3.89,22.44
6881,4.11,12.54,22.44
6882,2.09,6.38,22.44
6883,0.13,0.40,22.44
6884,4.01,12.22,22.37
6885,4.19,12.78,22.44
6886,2.61,7.95,22.37
6887,2.49,7.60,22.44
6888,1.57,4.80,22.37
6889,1.82,5.55,22.37
6890,0.28,0.85,22.44
6891,0.89,2.73,22.37
6892,1.40,4.28,22.44
6893,2.41,7.35,22.44
6894,3.35,10.23,22.44
6895,1.97,6.01,22.44
6896,3.91,11.93,22.44
6897,1.77,5.40,22.44
6898,0.05,0.15,22.37
6899,1.38,4.20,22.44
6900,3.45,10.51,22.44
6901,0.67,2.06,22.37
6902,0.55,1.67,22.44
6903,0.65,1.98,22.37
6904,4.05,12.36,22.37
6905,0.28,0.86,22.44
6906,3.56,10.87,22.44
6907,4.03,12.30,22.37
6908,1.75,5.34,22.44
6909,3.72,11.34,22.37
6910,0.24,0.75,22.44
6911,1.58,4.82,22.44
6912,2.70,8.24,22.44
6913,4.36,13.31,22.44
6914,2.76,8.42,22.44
6915,1.26,3.85,22.44
6916,1.64,5.01,22.37
6917,1.77,5.40,22.44
6918,1.66,5.07,22.44
6919,2.72,8.30,22.44
6920,3.30,10.08,22.44
6921,2.59,7.89,22.44
6922,0.65,2.00,22.44
6923,1.35,4.11,22.44
6924,1.21,3.68,22.44
6925,0.64,1.95,22.44
6926,0.29,0.89,22.44
6927,2.37,7.22,22.44
6928,0.59,1.80,22.44
6929,1.27,3.86,22.44
6930,3.86,11.76,22.44
6931,0.47,1.45,22.44
6932,2.87,8.75,22.44
6933,3.30,10.06,22.44
6934,0.17,0.52,22.44
6935,2.69,8.20,22.44
6936,2.92,8.91,22.44
6937,3.42,10.43,22.44
6938,2.61,7.95,22.44
6939,2.48,7.56,22.44
6940,2.71,8.27,22.44
6941,1.26,3.83,22.44
6942,3.65,11.14,22.44
6943,2.24,6.84,22.44
6944,1.46,4.44,22.44
6945,3.56,10.87,22.44
6946,1.03,3.15,22.44
6947,2.51,7.65,22.44
6948,3.03,9.24,22.44
6949,2.57,7.84,22.44
6950,0.72,2.19,22.37
6951,1.24,3.77,22.37
6952,0.97,2.95,22.44
6953,2.24,6.84,22.44
6954,0.97,2.95,22.44
6955,4.53,13.82,22.44
6956,1.61,4.90,22.44
6957,0.92,2.80,22.44
6958,2.26,6.89,22.44
6959,2.59,7.90,22.44
6960,0.06,0.19,22.44
6961,0.88,2.68,22.44
6962,4.75,14.49,22.44
6963,0.22,0.69,22.44
6964,2.88,8.78,22.44
6965,0.78,2.37,22.44
6966,2.58,7.86,22.44
6967,3.46,10.55,22.37
6968,0.09,0.28,22.37
6969,0.47,1.45,22.44
6970,3.56,10.87,22.44
6971,0.77,2.34,22.44
6972,3.14,9.57,22.44
6973,0.64,1.95,22.44
6974,1.24,3.77,22.44
6975,0.57,1.74,22.44
6976,1.21,3.70,22.44
6977,2.02,6.16,22.44
6978,0.31,0.94,22.44
6979,4.09,12.48,22.44
6980,3.25,9.90,22.44
6981,0.66,2.03,22.44
6982,0.87,2.64,22.44
6983,4.76,14.50,22.44
6984,2.05,6.26,22.44
6985,1.37,4.17,22.44
6986,3.30,10.08,22.44
6987,3.91,11.93,22.44
6988,3.28,10.00,22.44
6989,1.97,6.02,22.44
6990,2.56,7.81,22.44
6991,4.01,12.24,22.44
6992,0.58,1.76,22.44
6993,0.10,0.30,22.44
6994,4.79,14.61,22.44
6995,1.24,3.77,22.44
6996,4.78,14.56,22.44
6997,1.86,5.68,22.44
6998,3.67,11.20,22.44
6999,1.58,4.82,22.44
7000,2.64,8.05,22.44
7001,4.21,12.84,22.37
7002,1.40,4.26,22.44
7003,2.83,8.65,22.44
7004,4.66,14.21,22.44
7005,1.63,4.96,22.37
7006,3.45,10.51,22.37
7007,2.27,6.93,22.44
7008,4.23,12.89,22.37
7009,1.33,4.07,22.44
7010,2.66,8.12,22.37
7011,0.17,0.51,22.37
7012,1.75,5.35,22.44
7013,4.28,13.04,22.37
7014,0.58,1.76,22.37
7015,2.13,6.50,22.37
7016,0.65,1.97,22.37
7017,2.29,6.98,22.37
7018,2.99,9.12,22.37
7019,2.35,7.17,22.37
7020,2.19,6.68,22.37
7021,1.36,4.16,22.37
7022,2.09,6.37,22.37
7023,0.71,2.18,22.37
7024,1.18,3.61,22.37
7025,4.89,14.92,22.37
7026,0.79,2.41,22.37
7027,3.53,10.78,22.37
7028,0.75,2.28,22.37
7029,1.63,4.96,22.37
7030,2.52,7.68,22.37
7031,1.74,5.31,22.37
7032,1.43,4.37,22.37
7033,2.41,7.35,22.37
7034,0.09,0.28,22.37
7035,0.92,2.82,22.37
7036,3.65,11.14,22.37
7037,1.55,4.73,22.37
7038,2.77,8.44,22.37
7039,3.64,11.11,22.37
7040,0.60,1.83,22.37
7041,0.16,0.49,22.37
7042,4.29,13.07,22.37
7043,0.28,0.85,22.37
7044,2.31,7.04,22.37
7045,1.54,4.70,22.37
7046,1.89,5.75,22.37
7047,1.42,4.32,22.37
7048,4.74,14.45,22.37
7049,0.88,2.70,22.37
7050,2.40,7.32,22.37
7051,2.09,6.38,22.37
7052,2.21,6.74,22.37
7053,4.19,12.78,22.37
7054,4.60,14.03,22.37
7055,1.57,4.79,22.37
7056,4.60,14.03,22.37
7057,0.22,0.67,22.37
7058,2.91,8.88,22.37
7059,2.30,7.02,22.37
7060,2.55,7.77,22.37
7061,1.71,5.22,22.37
7062,1.49,4.53,22.37
7063,1.88,5.72,22.37
7064,1.10,3.37,22.37
7065,2.27,6.92,22.37
7066,1.83,5.58,22.37
7067,1.14,3.49,22.37
7068,2.58,7.86,22.37
7069,1.75,5.34,22.37
7070,0.48,1.46,22.37
7071,1.76,5.38,22.37
7072,1.55,4.74,22.37
7073,3.27,9.99,22.37
7074,0.72,2.19,22.37
7075,4.58,13.97,22.37
7076,0.21,0.64,22.37
7077,0.98,3.00,22.37
7078,1.99,6.07,22.37
7079,1.17,3.58,22.37
7080,3.15,9.60,22.37
7081,0.69,2.12,22.37
7082,0.39,1.19,22.37
7083,0.65,1.98,22.37
7084,0.93,2.85,22.37
7085,3.18,9.69,22.37
7086,2.24,6.84,22.37
7087,0.56,1.71,22.37
7088,2.92,8.90,22.37
7089,1.05,3.21,22.37
7090,1.22,3.71,22.37
7091,3.80,11.58,22.37
7092,0.10,0.31,22.37
7093,0.83,2.53,22.37
7094,0.69,2.10,22.31
7095,0.54,1.65,22.37
7096,0.64,1.95,22.37
7097,1.13,3.46,22.37
7098,2.81,8.57,22.37
7099,1.94,5.92,22.37
7100,1.31,4.01,22.37
7101,3.50,10.69,22.37
7102,1.83,5.58,22.31
7103,1.89,5.75,22.37
7104,2.63,8.03,22.37
7105,2.28,6.96,22.37
7106,2.17,6.63,22.37
7107,3.62,11.03,22.37
7108,1.49,4.53,22.31
7109,1.70,5.19,22.31
7110,2.79,8.51,22.31
7111,0.96,2.92,22.31
7112,2.19,6.69,22.37
7113,1.85,5.63,22.31
7114,2.48,7.57,22.37
7115,4.20,12.82,22.31
7116,2.25,6.86,22.31
7117,3.61,11.02,22.31
7118,2.22,6.77,22.31
7119,1.77,5.41,22.31
7120,3.11,9.48,22.31
7121,1.05,3.21,22.31
7122,0.98,2.98,22.31
7123,1.31,4.01,22.31
7124,2.69,8.20,22.31
7125,0.85,2.59,22.31
7126,0.55,1.68,22.31
7127,2.68,8.17,22.31
7128,0.35,1.07,22.31
7129,4.54,13.83,22.31
7130,1.61,4.92,22.31
7131,0.57,1.74,22.31
7132,0.71,2.16,22.31
7133,0.56,1.71,22.31
7134,0.58,1.77,22.31
7135,0.63,1.92,22.31
7136,0.69,2.12,22.31
7137,1.56,4.77,22.31
7138,1.97,6.01,22.31
7139,3.21,9.78,22.31
7140,2.41,7.35,22.31
7141,0.58,1.77,22.31
7142,1.50,4.56,22.31
7143,1.25,3.82,22.31
7144,1.03,3.13,22.31
7145,2.72,8.29,22.31
7146,1.72,5.25,22.31
7147,3.31,10.09,22.31
7148,0.71,2.16,22.31
7149,4.03,12.28,22.31
7150,0.71,2.18,22.31
7151,2.72,8.29,22.31
7152,0.58,1.76,22.31
7153,2.64,8.06,22.31
7154,4.01,12.24,22.31
7155,0.05,0.15,22.31
7156,3.13,9.56,22.31
7157,2.47,7.54,22.31
7158,1.17,3.58,22.31
7159,1.10,3.37,22.31
7160,1.44,4.38,22.31
7161,4.28,13.06,22.31
7162,3.68,11.23,22.31
7163,0.61,1.85,22.31
7164,2.03,6.19,22.31
7165,0.38,1.15,22.31
7166,0.55,1.67,22.31
7167,1.41,4.31,22.31
7168,0.69,2.12,22.31
7169,0.65,1.98,22.31
7170,3.44,10.49,22.31
7171,1.52,4.64,22.31
7172,0.70,2.15,22.31
7173,4.47,13.64,22.31
7174,2.61,7.96,22.31
7175,4.03,12.30,22.31
7176,1.45,4.41,22.31
7177,3.48,10.63,22.31
7178,3.05,9.30,22.31
7179,1.32,4.04,22.31
7180,1.40,4.26,22.31
7181,0.69,2.10,22.31
7182,0.56,1.70,22.31
7183,0.71,2.16,22.31
7184,0.70,2.13,22.31
7185,1.44,4.38,22.31
7186,0.62,1.88,22.31
7187,1.52,4.65,22.31
7188,0.11,0.33,22.31
7189,3.80,11.58,22.31
7190,1.65,5.04,22.31
7191,4.85,14.79,22.31
7192,0.24,0.73,22.31
7193,2.49,7.59,22.31
7194,1.36,4.16,22.31
7195,1.43,4.37,22.31
7196,2.17,6.60,22.31
7197,1.54,4.70,22.31
7198,4.72,14.39,22.31
7199,1.50,4.58,22.31
7200,2.69,8.21,22.31
7201,1.42,4.32,22.31
7202,1.14,3.47,22.31
7203,1.28,3.91,22.31
7204,3.64,11.11,22.31
7205,0.24,0.73,22.31
7206,4.36,13.31,22.31
7207,1.21,3.70,22.31
7208,1.10,3.35,22.31
7209,0.88,2.70,22.31
7210,4.17,12.72,22.31
7211,0.68,2.07,22.31
7212,0.64,1.95,22.31
7213,4.71,14.37,22.31
7214,1.33,4.07,22.31
7215,0.28,0.85,22.31
7216,4.32,13.18,22.31
7217,0.05,0.15,22.31
7218,2.39,7.29,22.31
7219,2.42,7.39,22.31
7220,0.68,2.07,22.31
7221,0.50,1.54,22.31
7222,0.59,1.79,22.31
7223,0.58,1.76,22.31
7224,1.70,5.17,22.31
7225,0.59,1.80,22.31
7226,3.14,9.57,22.31
7227,1.65,5.02,22.31
7228,3.79,11.55,22.31
7229,1.54,4.71,22.31
7230,0.64,1.95,22.31
7231,2.83,8.65,22.31
7232,4.13,12.58,22.31
7233,0.58,1.77,22.31
7234,0.22,0.66,22.31
7235,2.52,7.68,22.31
7236,0.60,1.83,22.31
7237,3.17,9.66,22.31
7238,2.39,7.30,22.31
7239,2.94,8.97,22.31
7240,3.63,11.06,22.31
7241,2.26,6.90,22.31
7242,2.46,7.50,22.31
7243,1.46,4.46,22.31
7244,1.47,4.49,22.31
7245,1.55,4.73,22.31
7246,2.46,7.51,22.31
7247,0.33,1.01,22.31
7248,1.38,4.22,22.31
7249,1.69,5.14,22.31
7250,2.26,6.89,22.31
7251,2.62,7.99,22.31
7252,0.70,2.13,22.31
7253,0.46,1.42,22.31
7254,0.65,1.97,22.31
7255,2.45,7.47,22.31
7256,0.44,1.36,22.31
7257,0.63,1.91,22.31
7258,0.69,2.10,22.31
7259,0.98,3.00,22.31
7260,2.17,6.63,22.31
7261,2.52,7.69,22.31
7262,4.49,13.68,22.31
7263,1.43,4.35,22.31
7264,2.65,8.09,22.31
7265,0.59,1.80,22.31
7266,0.42,1.27,22.31
7267,0.62,1.88,22.31
7268,1.74,5.32,22.31
7269,3.79,11.55,22.31
7270,3.24,9.88,22.31
7271,2.00,6.11,22.31
7272,0.67,2.04,22.31
7273,0.65,2.00,22.31
7274,0.77,2.36,22.31
7275,4.31,13.15,22.31
7276,2.07,6.32,22.31
7277,4.39,13.40,22.31
7278,4.33,13.21,22.31
7279,2.27,6.92,22.31
7280,2.17,6.62,22.31
7281,2.23,6.81,22.31
7282,2.52,7.68,22.31
7283,4.70,14.34,22.31
7284,1.80,5.50,22.31
7285,1.75,5.35,22.31
7286,1.16,3.53,22.31
7287,1.68,5.13,22.31
7288,0.44,1.36,22.31
7289,1.74,5.32,22.31
7290,4.75,14.49,22.31
7291,2.75,8.39,22.31
7292,1.35,4.13,22.31
7293,4.23,12.91,22.31
7294,1.00,3.06,22.31
7295,2.67,8.15,22.31
7296,3.30,10.08,22.31
7297,1.81,5.52,22.31
7298,0.42,1.28,22.31
7299,4.71,14.37,22.31
7300,2.30,7.02,22.31
7301,1.45,4.43,22.31
7302,3.12,9.51,22.31
7303,1.98,6.05,22.31
7304,3.51,10.72,22.31
7305,2.68,8.17,22.31
7306,0.87,2.64,22.31
7307,4.79,14.61,22.31
7308,2.12,6.47,22.31
7309,1.07,3.26,22.31
7310,4.44,13.54,22.31
7311,2.43,7.41,22.31
7312,0.43,1.31,22.31
7313,4.02,12.25,22.31
7314,0.64,1.94,22.31
7315,3.66,11.17,22.31
7316,3.93,11.99,22.31
7317,1.98,6.05,22.31
7318,3.64,11.09,22.31
7319,0.78,2.37,22.31
7320,2.49,7.60,22.31
7321,4.71,14.37,22.31
7322,0.69,2.12,22.31
7323,1.45,4.43,22.31
7324,1.95,5.95,22.31
7325,1.04,3.18,22.31
7326,4.06,12.37,22.31
7327,1.39,4.23,22.31
7328,0.78,2.39,22.31
7329,1.73,5.28,22.31
7330,1.91,5.81,22.31
7331,2.61,7.98,22.31
7332,2.30,7.02,22.31
7333,1.99,6.08,22.31
7334,4.28,13.06,22.31
7335,2.65,8.09,22.31
7336,1.36,4.14,22.25
7337,2.08,6.35,22.25
7338,3.92,11.96,22.31
7339,0.79,2.41,22.25
7340,3.48,10.63,22.31
7341,0.76,2.33,22.31
7342,0.23,0.70,22.25
7343,1.58,4.82,22.25
7344,0.61,1.86,22.31
7345,1.58,4.82,22.25
7346,3.16,9.63,22.31
7347,0.27,0.83,22.25
7348,4.13,12.58,22.25
7349,0.54,1.64,22.31
7350,1.03,3.15,22.31
7351,1.71,5.22,22.31
7352,0.44,1.34,22.31
7353,0.83,2.52,22.25
7354,0.66,2.01,22.25
7355,0.95,2.89,22.25
7356,3.58,10.91,22.25
7357,2.30,7.01,22.31
7358,1.84,5.61,22.25
7359,4.26,13.00,22.31
7360,3.68,11.21,22.25
7361,2.08,6.35,22.25
7362,0.46,1.42,22.25
7363,3.12,9.51,22.25
7364,0.70,2.15,22.25
7365,3.69,11.25,22.25
7366,2.45,7.47,22.25
7367,0.22,0.69,22.25
7368,4.13,12.60,22.25
7369,0.17,0.52,22.25
7370,3.25,9.91,22.25
7371,0.42,1.27,22.25
7372,4.63,14.13,22.25
7373,3.50,10.67,22.25
7374,3.87,11.79,22.25
7375,1.24,3.77,22.25
7376,2.59,7.90,22.25
7377,3.93,11.99,22.25
7378,1.70,5.17,22.25
7379,3.55,10.82,22.25
7380,4.42,13.48,22.25
7381,0.49,1.51,22.25
7382,1.15,3.50,22.25
7383,2.52,7.68,22.25
7384,0.59,1.79,22.25
7385,3.75,11.43,22.25
7386,0.29,0.88,22.25
7387,4.83,14.74,22.25
7388,0.65,1.98,22.25
7389,4.26,13.00,22.25
7390,1.93,5.89,22.25
7391,3.75,11.43,22.25
7392,0.08,0.24,22.25
7393,4.11,12.54,22.25
7394,4.03,12.30,22.25
7395,4.42,13.48,22.25
7396,3.44,10.49,22.25
7397,1.42,4.32,22.25
7398,3.09,9.44,22.25
7399,1.04,3.18,22.25
7400,2.48,7.56,22.25
7401,0.11,0.33,22.25
7402,4.56,13.91,22.25
7403,0.74,2.25,22.25
7404,1.03,3.13,22.25
7405,1.73,5.26,22.25
7406,1.83,5.58,22.25
7407,3.75,11.43,22.25
7408,0.35,1.07,22.25
7409,1.90,5.78,22.25
7410,1.71,5.20,22.25
7411,2.80,8.53,22.25
7412,0.05,0.16,22.25
7413,3.01,9.18,22.25
7414,2.48,7.56,22.25
7415,0.11,0.33,22.25
7416,2.38,7.24,22.25
7417,1.92,5.86,22.25
7418,2.13,6.48,22.25
7419,3.60,10.99,22.25
7420,3.66,11.17,22.25
7421,3.19,9.73,22.25
7422,2.14,6.53,22.25
7423,2.28,6.95,22.25
7424,2.10,6.41,22.25
7425,4.71,14.36,22.25
7426,4.12,12.57,22.25
7427,1.36,4.16,22.25
7428,4.30,13.10,22.25
7429,0.68,2.07,22.25
7430,2.57,7.84,22.25
7431,2.22,6.78,22.25
7432,2.27,6.93,22.25
7433,1.15,3.50,22.19
7434,1.97,6.01,22.25
7435,0.85,2.59,22.25
7436,2.59,7.89,22.25
7437,1.01,3.07,22.25
7438,4.49,13.70,22.25
7439,0.01,0.04,22.25
7440,2.33,7.10,22.25
7441,4.16,12.69,22.25
7442,2.05,6.25,22.25
7443,1.67,5.10,22.19
7444,2.65,8.08,22.19
7445,1.40,4.28,22.25
7446,1.59,4.86,22.25
7447,1.11,3.40,22.19
7448,2.14,6.53,22.19
7449,3.26,9.93,22.19
7450,1.33,4.07,22.19
7451,1.03,3.15,22.19
7452,4.81,14.68,22.19
7453,0.63,1.92,22.19
7454,0.13,0.40,22.19
7455,3.61,11.00,22.19
7456,1.89,5.77,22.19
7457,0.97,2.95,22.19
7458,3.57,10.88,22.19
7459,4.60,14.03,22.19
7460,2.36,7.19,22.19
7461,1.65,5.02,22.19
7462,0.38,1.15,22.19
7463,1.57,4.80,22.19
7464,2.15,6.54,22.19
7465,1.64,5.01,22.19
7466,1.75,5.34,22.19
7467,0.58,1.77,22.19
7468,1.51,4.61,22.19
7469,0.70,2.13,22.19
7470,0.96,2.92,22.19
7471,0.42,1.27,22.19
7472,3.46,10.54,22.19
7473,1.52,4.64,22.19
7474,4.58,13.97,22.19
7475,0.13,0.39,22.19
7476,0.76,2.31,22.19
7477,0.66,2.01,22.19
7478,0.57,1.74,22.19
7479,0.65,1.97,22.19
7480,1.06,3.22,22.19
7481,0.57,1.74,22.19
7482,4.58,13.97,22.25
7483,2.17,6.63,22.19
7484,2.65,8.09,22.25
7485,4.08,12.45,22.25
7486,0.35,1.06,22.19
7487,2.66,8.11,22.19
7488,3.46,10.54,22.19
7489,1.74,5.32,22.19
7490,1.12,3.43,22.19
7491,1.00,3.04,22.25
7492,1.61,4.90,22.25
7493,5.00,15.25,22.19
7494,0.68,2.09,22.19
7495,0.58,1.76,22.25
7496,2.57,7.84,22.19
7497,1.60,4.87,22.19
7498,2.81,8.57,22.19
7499,4.11,12.52,22.19
7500,0.06,0.19,22.19
7501,4.48,13.65,22.19
7502,1.70,5.19,22.19
7503,2.72,8.29,22.19
7504,4.58,13.97,22.19
7505,2.14,6.51,22.19
7506,3.42,10.42,22.19
7507,0.10,0.30,22.19
7508,4.24,12.94,22.19
7509,1.14,3.47,22.19
7510,4.70,14.33,22.19
7511,3.74,11.42,22.19
7512,3.15,9.60,22.19
7513,1.20,3.67,22.19
7514,1.97,6.01,22.19
7515,1.89,5.77,22.19
7516,2.12,6.45,22.19
7517,2.84,8.68,22.19
7518,4.09,12.48,22.19
7519,1.25,3.80,22.19
7520,4.52,13.79,22.19
7521,3.88,11.82,22.19
7522,1.26,3.85,22.19
7523,3.42,10.42,22.19
7524,2.50,7.63,22.19
7525,1.59,4.86,22.19
7526,1.39,4.25,22.19
7527,4.57,13.95,22.19
7528,0.30,0.91,22.19
7529,3.04,9.29,22.19
7530,1.74,5.31,22.19
7531,1.09,3.34,22.19
7532,3.90,11.88,22.19
7533,1.30,3.98,22.19
7534,2.22,6.77,22.19
7535,3.30,10.06,22.19
7536,0.79,2.41,22.19
7537,3.34,10.18,22.19
7538,2.06,6.29,22.19
7539,4.55,13.88,22.19
7540,2.62,8.01,22.19
7541,2.25,6.86,22.19
7542,4.34,13.24,22.19
7543,2.21,6.75,22.19
7544,1.05,3.19,22.19
7545,2.24,6.83,22.19
7546,1.34,4.10,22.19
7547,4.74,14.45,22.19
7548,0.59,1.80,22.19
7549,1.81,5.52,22.19
7550,1.36,4.14,22.19
7551,0.42,1.27,22.19
7552,4.74,14.45,22.19
7553,3.50,10.67,22.12
7554,2.34,7.14,22.12
7555,0.15,0.45,22.12
7556,0.68,2.07,22.12
7557,1.54,4.70,22.12
7558,2.17,6.63,22.12
7559,4.55,13.88,22.12
7560,1.15,3.52,22.12
7561,2.62,7.99,22.12
7562,2.39,7.30,22.12
7563,0.87,2.67,22.12
7564,2.86,8.74,22.12
7565,1.89,5.75,22.12
7566,3.62,11.03,22.12
7567,0.82,2.50,22.12
7568,3.03,9.24,22.12
7569,0.91,2.77,22.12
7570,2.81,8.56,22.12
7571,4.27,13.01,22.12
7572,1.51,4.61,22.12
7573,4.74,14.45,22.12
7574,2.62,7.99,22.12
7575,1.19,3.62,22.12
7576,1.42,4.32,22.12
7577,0.68,2.07,22.12
7578,0.40,1.21,22.12
7579,3.04,9.26,22.12
7580,2.11,6.42,22.12
7581,3.86,11.76,22.12
7582,3.49,10.64,22.12
7583,0.83,2.52,22.12
7584,3.14,9.59,22.12
7585,2.11,6.44,22.12
7586,2.24,6.83,22.12
7587,0.91,2.79,22.12
7588,3.95,12.06,22.12
7589,0.69,2.10,22.12
7590,3.80,11.58,22.12
7591,0.09,0.28,22.12
7592,3.95,12.06,22.12
7593,1.65,5.02,22.12
7594,4.33,13.19,22.12
7595,1.17,3.56,22.12
7596,1.76,5.38,22.12
7597,4.83,14.74,22.12
7598,0.76,2.31,22.12
7599,3.38,10.30,22.12
7600,2.03,6.20,22.12
7601,2.11,6.44,22.12
7602,4.23,12.89,22.12
7603,2.22,6.78,22.12
7604,1.80,5.49,22.12
7605,4.20,12.82,22.12
7606,0.52,1.58,22.12
7607,1.59,4.86,22.12
7608,1.73,5.26,22.12
7609,2.33,7.11,22.12
7610,2.10,6.40,22.12
7611,3.09,9.42,22.12
7612,3.85,11.73,22.12
7613,0.00,0.00,22.12
7614,4.84,14.77,22.12
7615,0.79,2.41,22.12
7616,2.69,8.20,22.12
7617,0.67,2.06,22.12
7618,1.46,4.46,22.12
7619,1.96,5.99,22.12
7620,2.47,7.54,22.12
7621,3.74,11.40,22.12
7622,1.25,3.82,22.12
7623,0.44,1.36,22.12
7624,2.76,8.41,22.12
7625,1.15,3.52,22.12
7626,4.03,12.30,22.12
7627,0.63,1.91,22.12
7628,2.55,7.77,22.12
7629,1.31,4.00,22.12
7630,0.12,0.37,22.12
7631,1.14,3.47,22.12
7632,1.35,4.11,22.12
7633,0.79,2.41,22.12
7634,1.98,6.05,22.12
7635,1.36,4.16,22.12
7636,4.07,12.42,22.12
7637,1.74,5.29,22.12
7638,3.52,10.73,22.06
7639,4.57,13.95,22.12
7640,3.01,9.18,22.12
7641,0.97,2.95,22.06
7642,0.22,0.66,22.06
7643,2.71,8.27,22.06
7644,2.84,8.68,22.06
7645,1.63,4.98,22.06
7646,3.96,12.09,22.06
7647,0.63,1.92,22.06
7648,0.59,1.79,22.06
7649,3.15,9.60,22.06
7650,1.76,5.37,22.06
7651,0.50,1.52,22.06
7652,1.80,5.50,22.06
7653,0.71,2.16,22.06
7654,0.42,1.28,22.06
7655,0.60,1.82,22.06
7656,0.34,1.04,22.06
7657,0.66,2.03,22.06
7658,2.30,7.02,22.06
7659,1.35,4.11,22.06
7660,2.33,7.11,22.06
7661,0.56,1.70,22.06
7662,1.98,6.05,22.06
7663,1.10,3.35,22.06
7664,4.74,14.45,22.06
