Seria pomiarowa: 2
Opis serii pomiarowej: Wychylanie panelu, obrót dokoła osi, duże nasłonecznienie
Data: 15.09.2021, Godzina poczatkowa: 09:00, Godzina koncowa: 19:00, Pogoda: 
228,2.13,6.50,22.37,4.54
229,2.04,6.23,22.37,4.54
230,2.04,6.22,22.37,4.54
231,2.04,6.22,22.37,4.54
232,2.15,6.54,22.37,4.54
233,2.04,6.22,22.37,4.54
234,2.07,6.31,22.37,4.54
235,2.02,6.17,22.37,4.54
236,2.05,6.25,22.31,4.54
237,1.97,6.01,22.31,4.54
238,2.09,6.38,22.31,4.54
239,2.11,6.42,22.31,4.55
240,2.07,6.32,22.31,4.54
241,2.66,8.11,22.31,4.51
242,2.44,7.44,22.31,4.55
243,1.62,4.95,22.31,4.54
244,2.04,6.22,22.31,4.54
245,1.13,3.46,22.31,4.55
246,2.87,8.77,22.31,4.54
247,2.63,8.02,22.31,4.55
248,1.47,4.47,22.31,4.54
249,1.29,3.92,22.31,4.54
250,2.24,6.84,22.31,4.52
251,2.75,8.38,22.31,4.54
252,1.09,3.31,22.31,4.54
253,2.21,6.75,22.31,4.52
254,2.27,6.93,22.31,4.54
255,2.80,8.54,22.31,4.56
256,1.27,3.86,22.31,4.55
257,1.19,3.62,22.31,4.55
258,2.78,8.47,22.31,4.54
259,1.83,5.58,22.31,4.53
260,2.10,6.41,22.25,4.54
261,2.03,6.19,22.31,4.54
262,2.03,6.19,22.25,4.54
263,2.02,6.17,22.25,4.54
264,2.61,7.98,22.25,4.55
265,2.21,6.74,22.25,4.54
266,2.03,6.19,22.25,4.52
267,2.19,6.68,22.25,4.56
268,1.78,5.44,22.25,4.53
269,2.02,6.17,22.25,4.53
270,1.74,5.32,22.25,4.53
271,1.92,5.86,22.25,4.54
272,2.05,6.25,22.25,4.54
273,2.27,6.92,22.25,4.53
274,2.08,6.34,22.25,4.53
275,2.00,6.10,22.25,4.55
276,2.03,6.20,22.25,4.54
277,1.99,6.07,22.25,4.53
278,1.71,5.20,22.25,4.54
279,2.00,6.10,22.25,4.54
280,2.03,6.20,22.25,4.55
281,2.21,6.75,22.25,4.56
282,2.38,7.24,22.25,4.56
283,1.48,4.52,22.25,4.51
284,1.34,4.08,22.25,4.51
285,1.66,5.07,22.25,4.51
286,1.09,3.34,22.25,4.53
287,1.06,3.22,22.25,4.54
288,2.10,6.41,22.25,4.54
289,2.42,7.38,22.25,4.54
290,2.20,6.71,22.25,4.54
291,2.00,6.11,22.25,4.54
292,1.56,4.76,22.25,4.55
293,1.14,3.47,22.25,4.54
294,2.33,7.10,22.25,4.54
295,2.04,6.23,22.25,4.53
296,2.03,6.19,22.19,4.53
297,1.51,4.59,22.19,4.54
298,2.81,8.57,22.19,4.53
299,2.03,6.20,22.19,4.54
300,2.27,6.92,22.19,4.54
301,1.38,4.22,22.19,4.56
302,2.08,6.35,22.19,4.55
303,2.57,7.84,22.19,4.55
304,1.99,6.08,22.19,4.54
305,2.01,6.14,22.19,4.54
306,1.58,4.83,22.19,4.53
307,2.01,6.13,22.19,4.54
308,2.02,6.16,22.19,4.55
309,2.13,6.50,22.19,4.54
310,2.19,6.69,22.19,4.54
311,2.04,6.23,22.19,4.54
312,1.74,5.31,22.19,4.54
313,1.89,5.75,22.19,4.54
314,1.44,4.38,22.19,4.55
315,1.99,6.07,22.19,4.55
316,2.05,6.26,22.19,4.54
317,1.21,3.68,22.19,4.52
318,1.98,6.04,22.19,4.53
319,2.04,6.22,22.19,4.54
320,1.98,6.05,22.19,4.54
321,1.90,5.78,22.19,4.53
322,2.33,7.11,22.19,4.54
323,1.67,5.10,22.19,4.52
324,1.56,4.76,22.19,4.55
325,1.94,5.92,22.19,4.54
326,2.52,7.68,22.19,4.54
327,2.02,6.17,22.19,4.54
328,1.90,5.78,22.12,4.54
329,2.13,6.50,22.19,4.54
330,2.04,6.23,22.19,4.54
331,2.21,6.75,22.19,4.54
332,1.75,5.34,22.19,4.55
333,1.09,3.34,22.19,4.57
334,1.35,4.11,22.19,4.54
335,2.83,8.62,22.19,4.55
336,2.55,7.78,22.12,4.53
337,2.01,6.13,22.19,4.55
338,1.08,3.29,22.12,4.54
339,2.00,6.10,22.12,4.55
340,1.99,6.07,22.12,4.55
341,1.99,6.08,22.12,4.56
342,2.16,6.59,22.12,4.55
343,1.74,5.31,22.12,4.54
344,2.14,6.53,22.12,4.55
345,2.05,6.25,22.12,4.54
346,2.01,6.14,22.12,4.54
347,1.14,3.49,22.12,4.54
348,2.67,8.15,22.12,4.55
349,1.78,5.44,22.12,4.55
350,1.02,3.12,22.12,4.54
351,2.66,8.11,22.12,4.52
352,1.97,6.01,22.12,4.55
353,2.06,6.28,22.12,4.56
354,2.12,6.45,22.12,4.56
355,1.83,5.58,22.12,4.55
356,2.00,6.10,22.12,4.55
357,1.99,6.08,22.12,4.54
358,1.68,5.11,22.12,4.55
359,2.04,6.23,22.12,4.54
360,1.04,3.16,22.12,4.55
361,1.50,4.56,22.12,4.54
362,2.00,6.10,22.12,4.57
363,2.18,6.66,22.12,4.55
364,1.97,6.02,22.12,4.51
365,2.08,6.35,22.12,4.55
366,2.04,6.23,22.12,4.54
367,1.74,5.31,22.12,4.55
368,2.66,8.12,22.12,4.54
369,1.43,4.37,22.12,4.56
370,1.97,6.02,22.12,4.55
371,1.08,3.28,22.12,4.53
372,2.01,6.14,22.12,4.54
373,1.91,5.81,22.12,4.50
374,2.00,6.11,22.12,4.54
375,1.91,5.81,22.12,4.53
376,2.18,6.66,22.12,4.54
377,2.00,6.10,22.12,4.54
378,2.02,6.17,22.12,4.54
379,2.29,6.99,22.12,4.53
380,2.30,7.01,22.12,4.53
381,2.57,7.84,22.12,4.55
382,2.00,6.10,22.12,4.54
383,2.68,8.18,22.12,4.55
384,1.69,5.16,22.12,4.55
385,2.02,6.17,22.12,4.54
386,2.00,6.11,22.12,4.53
387,1.93,5.89,22.12,4.54
388,2.55,7.78,22.12,4.53
389,1.03,3.13,22.12,4.54
390,2.09,6.38,22.12,4.54
391,2.02,6.17,22.12,4.55
392,2.03,6.19,22.12,4.54
393,2.02,6.17,22.12,4.55
394,2.27,6.92,22.12,4.54
395,2.00,6.11,22.12,4.55
396,2.14,6.53,22.06,4.54
397,2.01,6.13,22.12,4.54
398,0.96,2.92,22.12,4.56
399,2.03,6.20,22.06,4.54
400,2.00,6.10,22.12,4.51
401,2.78,8.48,22.12,4.53
402,1.80,5.50,22.12,4.54
403,1.93,5.87,22.06,4.54
404,1.11,3.38,22.06,4.56
405,2.72,8.29,22.12,4.53
406,1.40,4.26,22.06,4.55
