Seria pomiarowa: 2
Opis serii pomiarowej: Wychylanie panelu, obrót dokoła osi, duże nasłonecznienie
Data: 15.09.2021, Godzina poczatkowa: 09:00, Godzina koncowa: 19:00, Pogoda: 
149,1.81,5.52,22.31,4.60
150,1.67,5.10,22.31,4.60
151,1.93,5.87,22.31,4.60
152,1.80,5.50,22.31,4.61
153,1.81,5.53,22.31,4.60
154,1.75,5.34,22.31,4.64
155,1.51,4.61,22.31,4.59
156,2.38,7.24,22.31,4.60
157,2.42,7.39,22.31,4.62
158,1.09,3.32,22.31,4.61
159,2.63,8.03,22.31,4.60
160,2.72,8.29,22.31,4.63
161,2.64,8.05,22.31,4.57
162,1.93,5.89,22.31,4.62
163,1.85,5.65,22.31,4.62
164,0.92,2.82,22.31,4.62
165,1.39,4.23,22.31,4.64
166,1.68,5.13,22.31,4.59
167,1.77,5.40,22.31,4.61
168,1.24,3.77,22.31,4.59
169,1.82,5.56,22.31,4.60
170,1.74,5.31,22.31,4.60
171,2.08,6.35,22.31,4.60
172,1.57,4.79,22.31,4.60
173,1.52,4.62,22.31,4.60
174,2.19,6.69,22.31,4.60
175,1.42,4.32,22.31,4.61
176,1.10,3.35,22.31,4.60
177,1.74,5.31,22.31,4.60
178,1.56,4.77,22.31,4.61
179,2.02,6.16,22.31,4.61
180,1.67,5.08,22.31,4.58
181,2.15,6.54,22.31,4.62
182,1.88,5.72,22.31,4.61
183,1.80,5.50,22.31,4.60
184,2.48,7.56,22.31,4.58
185,0.94,2.86,22.31,4.61
186,1.43,4.35,22.31,4.59
187,2.06,6.29,22.31,4.60
188,1.59,4.86,22.31,4.61
189,1.94,5.92,22.31,4.59
190,2.01,6.14,22.31,4.60
191,1.99,6.07,22.31,4.60
192,1.64,4.99,22.31,4.60
193,2.13,6.48,22.31,4.58
194,1.74,5.31,22.31,4.61
195,2.40,7.33,22.31,4.55
196,1.89,5.77,22.31,4.60
197,2.14,6.53,22.31,4.59
198,2.61,7.95,22.31,4.59
199,1.01,3.09,22.31,4.64
200,1.88,5.74,22.31,4.60
201,1.96,5.99,22.31,4.61
202,2.17,6.63,22.31,4.61
203,1.51,4.59,22.31,4.58
204,1.85,5.63,22.31,4.60
205,1.65,5.04,22.31,4.59
206,1.77,5.41,22.31,4.60
207,1.64,4.99,22.31,4.60
208,1.55,4.73,22.31,4.58
209,1.52,4.64,22.31,4.61
210,2.32,7.08,22.31,4.54
211,0.56,1.70,22.31,4.57
212,2.67,8.14,22.31,4.58
213,1.56,4.76,22.31,4.54
214,2.26,6.89,22.31,4.57
215,2.85,8.69,22.31,4.61
216,1.81,5.52,22.31,4.62
217,0.73,2.24,22.31,4.60
218,2.80,8.54,22.31,4.61
219,2.76,8.42,22.31,4.58
220,0.69,2.12,22.31,4.62
221,2.08,6.35,22.31,4.59
222,1.83,5.59,22.31,4.59
223,1.64,4.99,22.31,4.60
224,1.80,5.49,22.31,4.58
225,2.53,7.72,22.31,4.59
226,1.64,5.01,22.31,4.57
227,2.50,7.62,22.31,4.60
228,0.95,2.91,22.31,4.59
229,2.03,6.20,22.31,4.61
230,2.18,6.65,22.31,4.62
231,2.29,6.99,22.31,4.57
232,1.28,3.89,22.31,4.58
233,1.98,6.04,22.31,4.60
234,1.31,4.01,22.31,4.59
235,1.81,5.52,22.31,4.61
236,0.84,2.56,22.31,4.56
237,2.83,8.62,22.31,4.65
238,1.29,3.92,22.25,4.58
239,1.74,5.32,22.31,4.59
240,1.81,5.52,22.31,4.60
241,2.61,7.95,22.31,4.59
242,2.14,6.53,22.31,4.60
243,1.48,4.52,22.31,4.59
244,1.57,4.79,22.25,4.59
245,0.99,3.03,22.25,4.61
246,1.98,6.04,22.25,4.59
247,2.11,6.42,22.25,4.60
248,1.82,5.56,22.25,4.60
249,1.92,5.86,22.31,4.59
250,1.71,5.20,22.25,4.59
251,1.87,5.69,22.25,4.59
252,1.73,5.28,22.25,4.60
253,1.76,5.38,22.25,4.59
254,1.78,5.43,22.25,4.59
255,1.77,5.40,22.25,4.59
256,1.81,5.52,22.25,4.60
257,1.61,4.92,22.25,4.58
258,1.79,5.47,22.25,4.60
259,1.78,5.43,22.25,4.59
260,1.82,5.56,22.25,4.57
261,1.20,3.67,22.25,4.59
262,1.22,3.71,22.25,4.59
263,1.75,5.35,22.25,4.60
264,1.88,5.74,22.25,4.59
265,1.70,5.19,22.25,4.60
266,0.68,2.09,22.25,4.58
267,2.74,8.35,22.25,4.59
268,0.55,1.67,22.25,4.58
269,2.44,7.44,22.25,4.59
270,1.54,4.71,22.25,4.60
271,1.66,5.05,22.25,4.61
272,0.43,1.30,22.25,4.60
273,1.74,5.32,22.25,4.56
274,1.75,5.34,22.25,4.60
275,1.67,5.10,22.25,4.59
276,1.93,5.87,22.25,4.60
277,2.04,6.22,22.25,4.59
278,1.75,5.35,22.25,4.61
279,2.04,6.22,22.25,4.60
280,1.85,5.65,22.25,4.60
281,2.17,6.60,22.25,4.61
282,1.71,5.20,22.25,4.60
283,2.20,6.71,22.25,4.59
284,1.90,5.78,22.25,4.59
285,2.09,6.37,22.25,4.61
286,1.30,3.95,22.25,4.59
287,2.04,6.23,22.25,4.62
288,1.87,5.71,22.25,4.62
289,1.95,5.93,22.25,4.59
290,1.76,5.37,22.25,4.60
291,1.45,4.43,22.25,4.60
292,1.89,5.75,22.25,4.59
293,1.99,6.07,22.25,4.60
294,1.50,4.58,22.25,4.61
295,0.75,2.30,22.25,4.61
296,2.33,7.10,22.25,4.55
297,1.39,4.25,22.25,4.58
298,1.28,3.89,22.25,4.60
299,2.14,6.51,22.25,4.60
300,1.74,5.31,22.25,4.61
301,1.69,5.14,22.25,4.62
302,1.60,4.89,22.25,4.59
303,1.68,5.13,22.25,4.59
304,1.85,5.65,22.25,4.63
305,1.65,5.02,22.25,4.59
306,2.42,7.38,22.25,4.60
307,1.81,5.53,22.25,4.65
308,2.69,8.21,22.25,4.60
309,2.51,7.65,22.25,4.61
310,1.67,5.10,22.25,4.61
311,1.46,4.44,22.25,4.60
312,1.32,4.02,22.25,4.58
313,2.52,7.68,22.25,4.61
314,1.72,5.23,22.25,4.59
315,1.73,5.26,22.25,4.61
316,1.83,5.58,22.25,4.61
317,1.73,5.28,22.25,4.61
318,1.70,5.17,22.25,4.60
319,1.74,5.32,22.25,4.61
320,1.78,5.43,22.25,4.60
321,1.81,5.53,22.25,4.61
322,1.30,3.97,22.25,4.60
323,0.78,2.37,22.25,4.61
324,0.85,2.58,22.25,4.63
325,1.58,4.83,22.25,4.60
326,1.77,5.40,22.25,4.61
327,1.80,5.50,22.25,4.61
328,1.88,5.72,22.25,4.61
329,1.51,4.59,22.25,4.61
330,1.90,5.78,22.25,4.61
331,1.71,5.22,22.25,4.61
332,1.88,5.72,22.25,4.61
333,1.74,5.32,22.25,4.61
334,1.67,5.08,22.25,4.62
335,1.74,5.31,22.25,4.61
336,1.92,5.86,22.25,4.61
337,1.51,4.61,22.25,4.61
338,1.23,3.76,22.25,4.61
339,2.12,6.47,22.25,4.61
340,1.92,5.86,22.25,4.61
341,1.57,4.79,22.25,4.61
342,1.73,5.28,22.25,4.61
343,1.74,5.32,22.25,4.61
344,1.45,4.43,22.25,4.61
345,1.90,5.80,22.25,4.61
346,1.90,5.80,22.25,4.61
347,1.54,4.70,22.25,4.61
348,1.91,5.83,22.25,4.61
349,1.41,4.29,22.25,4.61
350,1.59,4.86,22.25,4.61
351,1.64,4.99,22.25,4.60
352,1.74,5.31,22.25,4.60
353,1.69,5.14,22.25,4.60
354,2.24,6.84,22.25,4.61
355,1.85,5.63,22.25,4.60
356,2.15,6.56,22.25,4.60
357,1.53,4.67,22.25,4.60
358,1.42,4.32,22.25,4.60
359,1.78,5.43,22.25,4.61
360,1.73,5.28,22.25,4.60
361,1.37,4.17,22.25,4.61
362,1.05,3.19,22.25,4.61
363,2.27,6.93,22.25,4.62
364,1.20,3.65,22.25,4.60
365,1.11,3.38,22.25,4.58
366,2.20,6.71,22.25,4.55
367,1.12,3.41,22.25,4.59
368,1.55,4.73,22.25,4.61
369,1.53,4.68,22.25,4.59
370,0.75,2.30,22.25,4.63
371,1.96,5.98,22.25,4.59
372,1.24,3.79,22.25,4.61
373,1.12,3.41,22.25,4.60
374,1.74,5.31,22.25,4.60
375,1.69,5.14,22.25,4.60
376,1.72,5.25,22.25,4.60
377,1.41,4.31,22.25,4.60
378,1.67,5.10,22.25,4.62
379,1.75,5.35,22.25,4.60
380,1.72,5.25,22.25,4.60
381,1.68,5.11,22.25,4.57
382,1.96,5.96,22.25,4.60
383,2.13,6.50,22.25,4.59
384,1.63,4.98,22.25,4.61
385,1.73,5.28,22.25,4.60
386,1.67,5.10,22.25,4.60
387,1.81,5.53,22.25,4.60
388,1.67,5.10,22.25,4.60
389,1.49,4.53,22.25,4.60
390,1.28,3.89,22.25,4.61
391,1.75,5.34,22.25,4.61
392,1.78,5.44,22.25,4.60
393,1.98,6.04,22.25,4.60
394,1.42,4.34,22.25,4.60
395,1.53,4.67,22.25,4.61
396,2.21,6.74,22.25,4.61
397,1.74,5.29,22.25,4.62
398,1.91,5.81,22.19,4.60
399,0.58,1.77,22.25,4.62
